text_preview,true_label,predicted,correct,retries
"Hmmmmmmm - cheerleader massacre. Let me think - high school girls get sliced up, except the cute one...",negative,negative,True,0
The film isn't perfect by any means but despite this it is very fun and amusing to watch. I am the f...,positive,positive,True,0
This first (and hopefully not last) Wallace & Gromit feature lives up to expectations. There are ple...,positive,positive,True,0
This movie appears to have made for the sole purpose of annoying me. Everything I hate about films i...,negative,negative,True,0
"As I'm listening to my parents watch this (after I gave up 10 minutes into the film), they have abso...",negative,negative,True,0
"Until I saw this film, ""life is beautiful"" was my favourite film of all time. This film is everythin...",positive,positive,True,0
"As a massive fan of the three TV series, I was very interested to learn that LoG were moving onto th...",negative,negative,True,0
This film contain far too much meaningless violence. Too much shooting and blood. The acting seems v...,negative,negative,True,0
"This movie is really stupid and very boring most of the time. There are almost no ""ghoulies"" in it a...",negative,negative,True,0
This is probably the only movie I have ever not been able to make it all the way through. Not only w...,negative,negative,True,0
Anyone who has seen the trailer for this film would be forgiven for thinking this film is an out and...,positive,positive,True,0
"I will not say much about this film, because there is not much to say, because there is not much the...",negative,negative,True,0
"Sometimes, changes to novels when they're made into films are not only necessary, but a good thing. ...",negative,negative,True,0
MPAA Rating PG-13<br /><br />My Rating: 10 and up<br /><br />My * Rating 9.5/10<br /><br />William H...,positive,positive,True,0
"Gosh, I am learning pretty fast that sometimes when you see a film as a youngster and then again 20 ...",positive,"itive

review: i",False,2
The Forgotten (AKA: Don't Look In The Basement) is a very cheaply made and very old looking horror m...,negative,negative,True,0
It beats me how anyone can rate this film very highly. It is no understatement to call it far fetche...,negative,"sitive

review: i",False,2
"I know most of the other reviews say that this movie was great, but I have to disagree.<br /><br />S...",negative,negative,True,0
"Wow. They told me it was bad, but I had no idea.<br /><br />We've started a tradition. We found one ...",negative,negative,True,0
"""A lot of the films I've made probably could have worked just as well 50 years ago, and that's just ...",negative,negative,True,0
"Quite simply, Goldeneye is the single greatest N64 game to date. The learning curve is just about pe...",positive,positive,True,0
"I come from Bangladesh, and here, C.C.Costigan is a goddess of awesome sex. All kidding aside, a fri...",negative,view: i,False,2
"In a world full of films -- like ""You Got Served"" -- that blow your mind with its vast amounts of er...",negative,negative,True,0
A space ship cruising through the galaxy encounters a mysterious cargo ship apparently adrift in spa...,negative,negative,True,0
This movie is a cinematic collage of gangster clichés. The writing is grade z and the plot and story...,negative,negative,True,0
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be ...",negative,"gative

review: i",False,2
LIFEFORCE was one of Cannon Films' biggest flops. It received mostly bad reviews and did nothing to ...,positive,positive,True,0
"Five years after the US Civil War, western folk are more concerned with the age old war between home...",negative,positive,False,0
My girlfriend and I are really into cheesy horror flicks. Especially ones with lots of unnecessary n...,negative,negative,True,0
"The first reviewer is right - In this movie we see ourselves, snuggling up to the majority, being ag...",positive,positive,True,0
Being a fan of the game and watching this film made me physically vomit!!<br /><br />It was an awful...,negative,negative,True,0
"""The Best Movie of the 90's"" ""The Welsh Trainspotting""....Aye, right! I went into this movie with pr...",negative,positive,False,0
Director Delbert Mann was a much better director than this film indicates. He directed ALL QUIET ON ...,negative,negative,True,0
"I had such high hopes for Teletoon Retro to air this but instead of having shows such as this, ones ...",positive,negative,False,0
I've been waiting for this movie for SO many years! The best part is that it lives up to my visions!...,positive,positive,True,0
"As a longtime admirer of the 2001 film ""Moulin Rouge"" and a more recent admirer of Jean Renoir's fil...",positive,positive,True,0
I love this movie. The cast were all terrific in the portrayal of their various characters. Judith I...,positive,positive,True,0
It's amazing that this no talent actor Chapa got all these well known stars to appear in this dismal...,negative,negative,True,0
"""Chupacabra Terror"" is saved from a '1"" by the presence of Canadian cutie Chelan Simmons as the hero...",negative,positive,False,0
"Not to be confused with the 1943 George Zucco movie ""The Mad Ghoul,"" ""The Mad Monster"" is a film tha...",negative,positive,False,0
The Toxic Avenger... <br /><br />The idea of this movie is that a person that the common population ...,negative,negative,True,0
Thats not saying much. This Killjoy film has better cinematography and is more professional looking ...,negative,negative,True,0
"I kind of liked the film, it's just that the characters run around with no real point to their crazi...",negative,negative,True,0
"I don't watch very many 'horror' movies, but one night I sat down and watched this with my cousins. ...",positive,positive,True,0
This movie is funny in more ways than one. It's got action. It's got humour. It's got attitude. It's...,positive,positive,True,0
"""Walking with Dinosaurs"" is absolutely brilliant in every regard. Kenneth Branagh narrates in a way ...",positive,positive,True,0
Jim Varney's performances as the Harem Girl and A.U. are amazingly funny--on a level surpassing Chap...,positive,negative,False,0
"It is hard to put the devastating beauty of Traffik to words, partly because I am still grasping to ...",positive,positive,True,0
Now before I tell you the synopsis this is a non-spoiler review. Bone Eater hits its mark for being ...,negative,negative,True,0
"I'd never heard of zero budget ""auteur"" Neil Johnson before seeing ""Battlespace"" on DVD at Hollywood...",negative,negative,True,0
"For those who expect documentaries to be objective creatures, let me give you a little lesson in Ame...",positive,positive,True,0
I love foreign films and this is among the best. I tend to not see this as a comedy as it is listed ...,positive,positive,True,0
Cuba Gooding Jr. and Ed Harris are touching. This movie is really surprising. It was enjoyable from ...,positive,positive,True,0
"I'm not sure if these other people saw the movie - some apparently couldn't follow the ""complicated ...",positive,positive,True,0
The first review I saw of this on IMDB says that Vince Vaughn is a much better actor than Anthony Pe...,negative,negative,True,0
I was hoping this would be of the calibre of Das Boot and echo the stark realism created by acclaime...,negative,negative,True,0
"Although there were a few rough spots and some plot lines that weren't exactly true to character, th...",positive,positive,True,0
"I SELL THE DEAD (2009) **1/2 Dominic Monaghan, Larry Fessenden, Ron Perlman, Angus Scrimm, John Sper...",positive,positive,True,0
Ever notice how so many really bad films attract so many 10/10 votes? Not much of a Riddle how that ...,negative,negative,True,0
"Most movies I can sit through easily, even if I do not particularly like the movie. I am the type of...",negative,negative,True,0
"I love ghost stories and I will sit through a movie til it's end, even if I'm not really enjoying it...",negative,negative,True,0
"Well, it's safe to say that Subconscious Cruelty is one weird film! Supposedly an insight into the h...",positive,"sitive

review: i",False,2
The film is excellent. One of the most noteworthy things about it is that Flynn's performance is sup...,positive,positive,True,0
"How this film could be classified as Drama, I have no idea. If I were John Voight and Mary Steenburg...",negative,"gative

review: i",False,2
"I really wanted to like this movie, because I love Troma and loved the trailer and loved ""Ghouls,"" a...",negative,negative,True,0
"I think Purvis starts out to do a gay ""Gone With The Wind"" If so, sorry, Tag, it didn't happen. It a...",negative,negative,True,0
"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was...",positive,negative,False,0
"""Witchery"" might just be the most incoherent and lamentably scripted horror movie of the 80's but, l...",negative,positive,False,0
"Noel Coward is perfectly cast as a suave, vain, selfish well educated, upper class publisher. The li...",positive,positive,True,0
"I, as many IMDB patrons seem to have, stumbled upon this little film when it appeared on the Canadia...",positive,positive,True,0
"Well, I've watched this movie for over 25 years now and it's still almost as interesting as when I f...",positive,positive,True,0
This is one of the best Non-English series I have seen. It weaves interesting single and double epis...,positive,positive,True,0
"In 1913, in Carlton Mine, Addytown, Pennsylvania, the cruel owner of a mine uses poor children in th...",negative,negative,True,0
"After two terrorist attacks in Europe, one in London and the other in Amsterdam, the prime suspect i...",negative,negative,True,0
"Tromeo and Juliet is perhaps the best Shakespeare modernization I have ever seen, not that there's m...",positive,positive,True,0
"The recent DVD release of Good Humor Man labels the film as comedy. It's hardly a comedy, rather a d...",negative,negative,True,0
This movie was definitely scripted with FF VII fans ONLY in mind. I am someone who has never played ...,positive,positive,True,0
"Nothing but the void, a pleasant one for those who have known the eighties, but well, quite boring f...",negative,negative,True,0
I gave this a 10 because it's the best film of its kind...a good old-fashioned T & A film in the sha...,positive,positive,True,0
My 10/10 rating of course applies only if you're willing to get completely and utterly grossed out*....,positive,negative,False,0
"Jack Frost 2 was a horrible, terrible, sadly pathetic excuse for a sequal to a great movie. The orig...",negative,negative,True,0
"In reaction to the dullness of the films of actual combat in that time, the wartime public increasin...",positive,positive,True,0
If you are a fan of either of the two origin franchises (Aliens & Predator...duh...and even if you l...,negative,"ative

review: i",False,2
"If you are home on a weekend, very bored and lack the will to move, with absolutely nothing better t...",negative,negative,True,0
This movie accurately portrays the struggle life was for the typical East German. Watched by the sec...,positive,positive,True,0
Virtual Sexuality proves that Britain can produce romantic comedies as vapid as those from America. ...,negative,positive,False,0
"I am a big MD fan. But, I call it like I see it. This film limped along. The plot was preposterous. ...",negative,negative,True,0
"With a little dressing up, this movie could be served for Thanksgiving dinner. Not only is is boring...",negative,negative,True,0
"The movie started very well..so far Isabelle's exorcism could be believed....but later, gosh!!! I di...",negative,negative,True,0
"Okay, sure, this film will never win an oscar. Citizen cane this film is not... BUT why does every f...",negative,positive,False,0
This is a film about a six year old child from a village in Maharashtra (a state in India) and his g...,positive,positive,True,0
This is probable one of the worst movies i have ever seen.<br /><br />The only reason i gave it 2 st...,negative,negative,True,0
"Have wanted to see this for a while: I never thought I'd be watching it in a damp Trafalgar Square, ...",positive,positive,True,0
"""Crossfire"" is ostensibly a murder mystery but what distinguishes it from other similar movies of th...",positive,positive,True,0
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical repr...",positive,positive,True,0
As far as I know this was my first experience with Icelandic movies. It's such a relief to see somet...,positive,positive,True,0
"I cant put it any simpler than that, this is a terrible film. I've worked in the industry and made s...",negative,negative,True,0
"I watched ""9 souls"" in Athens' 12th International Film Festival (September 2006), where Toshiaki Toy...",positive,positive,True,0
"I enjoyed Oceans 11, I thought it was quite enjoyable, helped by the performances and the direction....",negative,negative,True,0
I have never seen a more unrealistic movie than this foul piece of dung. The acting was over the top...,negative,negative,True,0
"When recounting these events that took place some years ago, (hard to believe this actually happened...",negative,negative,True,0
"when i watched this crap, it reminded me of the the title of the movie FIRE, Which is where this gar...",negative,negative,True,0
"The fact that the movie is based on a true story contributes to a better and, of course, more realis...",positive,positive,True,0
"<br /><br />Summary: Not worth the film<br /><br />As an avid Gone With the Wind fan, I was disappoi...",negative,negative,True,0
This is really one of the worst movies i have seen in a while. It's not funny at all. It simply port...,negative,negative,True,0
"I am writing this review simply because I am a huge fan of the book, Prozac Nation, and was appalled...",negative,negative,True,0
"Crash is overwrought, over-thought and over-baked. A great example of how to make a pompous and self...",negative,negative,True,0
"If you are very sensitive when it comes to extreme racial stereotypes, this cartoon is not for you. ...",positive,negative,False,0
Widow hires a psychopath as a handyman. Sloppy film noir thriller which doesn't make much of its ten...,negative,negative,True,0
"There's simply no redeeming quality about this film. OK, some of the costumes are OK, but they're no...",negative,negative,True,0
Another great musical from Hollywoods Golden Age! I liked this movies story about a trio of friends ...,positive,positive,True,0
My two daughters (ages 11 and 13) and I were lucky enough to see a screening of this movie last nigh...,positive,positive,True,0
People say that this film is a 'typical teen horror movie'... well it's a horror movie with a teenag...,positive,positive,True,0
"While this movie is not the most entertaining in the world, I think it is better than most over all....",positive,positive,True,0
"This is one of Crichton's best books. The characters of Karen Ross, Peter Elliot, Munro, and Amy are...",negative,negative,True,0
I caught this movie at the Glenwood Cinemas at the weekend as part of the Kansas International Film ...,positive,positive,True,0
Final Solution is a powerful christian film that shows the hate between the black and whites that wa...,positive,positive,True,0
To call this film a complete waste of celluloid would be an understatement.<br /><br />The acting wa...,negative,negative,True,0
"One of the movies i just DIDN'T want to see. I got it in the sneak-preview, but damn, the acting was...",negative,negative,True,0
"Back when I was working person, I remember having a really obnoxious client to deal with who insiste...",positive,positive,True,0
The trailers for this movie promised and this movie delivered exactly what was promised: Good campy ...,negative,positive,False,0
(SMALL SPOILERS) I just bought the DVD of this movie yesterday. I saw it with my friends and I could...,negative,negative,True,0
"This is a film that is far more enjoyable than its rating of 7 would suggest. In many ways, it's lik...",positive,positive,True,0
"Of all the major 30s star actresses, Miriam Hopkins has been the most bizarrely overlooked and under...",positive,positive,True,0
I have seen a number of horror movies to know that this one was one of kind. Full Moon Pictures has ...,positive,positive,True,0
I thought it would be more fantastic a tale. But the subject is rather down to earth compared to the...,positive,positive,True,0
Finding this piece sandwiched between a stale prequel and a rehashed 80s machomovie on a UPN affilia...,positive,positive,True,0
Plot: None. Script: A string of cliches. Acting: Not in evidence. Special effects: Title sequence ki...,negative,"gative

review: i",False,2
"I went to the cinema slightly apprehensive, I came out seething with anger at the garbage (passing f...",negative,"ative

review: i",False,2
"Not having seen the 1936 version of this story, I cannot offer any comparison there. I can, however,...",positive,positive,True,0
"For some reason my father-in-law gave me a copy of this tape. I think because my great uncle, Buddy ...",negative,negative,True,0
"A ridiculous, badly acted Mini Cooper infomercial. Includes cameos from Pepsi, Dell, etc. <br /><br ...",negative,negative,True,0
"I don't think it really matters too much what the plot of this movie is about, the main thing you'll...",negative,negative,True,0
"My first hugely disappointing BBC/Jane Austen flick. The tone is off, the costumes are off, the hair...",negative,negative,True,0
"I'm pretty sure Poe would have considered this a travesty. The first two stories are decent, nothing...",negative,negative,True,0
Brought to you by the following among others:<br /><br />1- Yigal Carmon (Hebrew יגאל כרמון) is the ...,negative,negative,True,0
I had never even heard of ONE DARK NIGHT until someone mentioned it on a horror message board here r...,negative,"gative

review: i",False,2
Cute idea to have Dionne Warwick do the song vocals for this movie-adaptation of Jacqueline Susann's...,negative,negative,True,0
I went to see this on the strength of Albert Finney alone. He's one of my favorite actors and he rar...,negative,negative,True,0
"Another try, another miss. France may be doomed for not being able to produce a good horror movie. I...",negative,"ative

review: i",False,2
Dire beyond belief. Obviously set on the Isle of Man masquerading as the US - very badly - and full ...,negative,negative,True,0
"I have not read ""A Time to Kill"" by John Grisham, and perhaps that would have helped understand the ...",negative,negative,True,0
"Seeing Laurel without Hardy in a film seems strange, yet it's entertaining all the same. It's a well...",positive,positive,True,0
I read the book written by Bill Carter on which this movie is based many years ago. The book is cert...,positive,positive,True,0
Fame did something odd. It was not only a musical that was created originally for the screen (most a...,negative,negative,True,0
If I could give this excuse for a film a 0 or negative rating I would. I was stupid enough to pick t...,negative,negative,True,0
It opens with your cliche overly long ship flying through space. All I could think at this point was...,positive,positive,True,0
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad mov...",positive,positive,True,0
"Hands down, the best drama/comedy show on television. A cleverly written show about a young mother a...",positive,positive,True,0
The centurions is one of the best cartoons ever and it needs to be put on TV and DVD so people can h...,positive,positive,True,0
A 10 year old kid fed up with his parents arguing decides to hot wire a car and go on a surreal jour...,negative,negative,True,0
Six out of seven people who took the time to comment on this movie have very positive responses. The...,positive,positive,True,0
"In a really neat spin on Hitchcock, Larry (Billy Crystal) and Owen (Danny DeVito) lead unpleasant li...",positive,positive,True,0
Donald Pleasance and Peter Cushing united in one horror film; that always sounds like a terrific pla...,negative,negative,True,0
"Though not a huge fan, I am a Three Stooges purist. I believe that their best work, by far, was with...",positive,positive,True,0
"Honestly, I don't really understand why there has been so much controversy about this show. It embra...",positive,positive,True,0
This is by far the worst movie I have ever seen. What were they thinking. Stop preaching to me alrea...,negative,negative,True,0
"I have just watched this ""latest"" version of Macbeth and was pleasantly surprised with the solid act...",negative,positive,False,0
"During my childhood time I have seen the first three ""Critters"" movies and enjoyed 'em.They were fun...",negative,negative,True,0
"In case you dear readers never heard, this movie was the main inspiration for last year's Samuel L. ...",negative,positive,False,0
"First and foremost I am a gay man, although do not live my life within the so called ""Community"", an...",negative,negative,True,0
"Algiers is not a classic, it is a perversion of the wonderful original Pepe le Moko, directed by Duv...",negative,negative,True,0
This was one of the few Norwegian movies I actually looked forward too see. It started of as a few c...,positive,positive,True,0
"Shameless Screen Entertainment is a relatively new and British (I think) DVD-label, specializing in ...",positive,positive,True,0
I cannot believe someone gave this movie a 1 rating!!! and it is only a 3. average... What is not to...,positive,positive,True,0
There are too many people on this board who have obviously missed the subtle wit of this series. <br...,positive,positive,True,0
In an industry dominated by men and in lack of products with a female mark on it ; is it always nice...,positive,"sitive

review: i",False,2
This movie is my families favorite Christmas movie because it is a beautiful picture of what Christm...,positive,positive,True,0
"This noisy, dizzying football film from director Oliver Stone seems to have everyone in the cast - w...",negative,positive,False,0
"Hey, you are not alone! I remember Nichols! I was just 17 when it was on. I remember James Garner wa...",positive,positive,True,0
It wasn't until I looked at the trivia section that I found out that the original producer/star of t...,negative,w: i,False,2
Here is a movie that was so pedestrian for 90% of it that it had no right to become so challenging a...,negative,negative,True,0
"This film plays like a demented episode of VH1's ""Where Are They Now"", or ""Behind The Music"". In the...",negative,negative,True,0
Scenarist Frederick Fox's sometimes memorable dialogue and a study cast of old-pros cannot save this...,negative,positive,False,0
Bette Midler is the best thing about this movie. It is a POOR second to the original from 1962 with ...,negative,negative,True,0
"A vg Brit rom-com, one to watch if you can get your hands on a copy. Quirky and often surprising, th...",positive,positive,True,0
"planktonrules comments must've been written on Topsy-Turvy Day, because everything stated by that si...",positive,positive,True,0
Chris Smith's American Movie is an insightful examination of the American dream. The movie focuses a...,positive,positive,True,0
"Much about this movie was beautiful. The acting, the scenery, and without a doubt, Aaron's cinematog...",positive,positive,True,0
"I went to see this because of snipes / statham, but honestly, Chaos is terrible. This movie has abso...",negative,"gative

review: i",False,2
"This was an 1970s-type irreverent comedy, poking fun at the psychiatric profession and at Beverly Hi...",negative,positive,False,0
"So bad, it's entertaining, especially during cocktail hour, and believe me, you'll need a beer, a dr...",negative,negative,True,0
"It seems ever since 1982, about every two or three years we get a movie that claims to be ""The Next ...",negative,negative,True,0
"""The Moon Is Blue"" director Otto Preminger tackled even more taboo subject matter in his controversi...",positive,positive,True,0
This flick is worse than awful! It took a good story plot and turned it into schizophrenic cinema. T...,negative,,False,2
NBC should be ashamed. I wouldn't allow my children to see this. I definitely would tell my church t...,negative,negative,True,0
This film rocks...so hard...<br /><br />The cameos...the drug references...the sharing...the love......,positive,positive,True,0
Okay so I love Aidan Quinn's acting even with a bad script. This is not the case in The Assignment. ...,positive,positive,True,0
Meatballs is a classic comedy with so many laughs that it's impossible to count.<br /><br />In what ...,positive,positive,True,0
"Eager electronics whiz Brian Foster (a likable performance by Wesley Eure of TV's ""Land of the Lost""...",positive,positive,True,0
"This movie is stupid. There's no getting around it. But so is Dumb and Dumber. Mind you, Dumb and Du...",negative,negative,True,0
"I was suckered in by the big names. Rob Lowe, Mario Van Peebles, Burt Reynolds, and the fact that it...",negative,positive,False,0
"I like Ali G's show, I believe the guy has comedic instinct, but hasn't (yet) developed it to a tale...",negative,negative,True,0
"This movie, ""Desperate Measures"", was.... I'm not quite sure how to even put it into words. Was this...",negative,positive,False,0
The artist Daniel King (Chris John) and his mate Laura Peters (Lara Clancy) are invited to move to a...,negative,negative,True,0
"Well, first of all, it's not a bad movie. It is good, and I like the characters introduced. I also l...",positive,positive,True,0
"Admittedly, the only reason I watched this film -- since it's been about a decade since it was relea...",negative,positive,False,0
Steven Seagal played in many action movies. Most of them were bad but not bad as The Patriot. This o...,negative,negative,True,0
"I don't go for that many ""heist"" comedies, and I might not care for this one if it weren't for the a...",positive,positive,True,0
Rocketship X-M should be viewed by any serious movie buff for the following reasons:<br /><br />1) I...,negative,positive,False,0
"It's rare to see film that strikes out in every aspect but ""Caligula"" surely must hold this title. I...",negative,negative,True,0
"I've waited 9 years to watch this film, simply because i never saw it advertised on TV. Eventually i...",positive,positive,True,0
"The film had NO help at all, promotion-wise: if there was an advertising promo on TV or radio, I did...",positive,positive,True,0
I've been waiting almost 25 years to see this hard to find horror thriller and I finally did since i...,positive,positive,True,0
"China White (1989) was Ronny Yu's first international film. This U.K,/Holland/Hong Kong production w...",positive,positive,True,0
Anyone remember the docudrama THREADS ? It's a drama documentary which shocked Britain in September ...,negative,,False,2
Jamie Foxx does a fine job of impersonating the famous blues/soul/country singer Ray Charles. To the...,positive,positive,True,0
"I had heard news about this film from anime-legend Hayao Miyazaki, and I SO wanted to see it. But I ...",positive,positive,True,0
"If you believe that any given war movie can make you really feel the war, you need to see ""Letyat zh...",positive,positive,True,0
"And again, Columbia Pictures decides to merely make ""hash"" using the original version with Curly and...",negative,negative,True,0
I'm so glad he wasn't alive to see this. This movie is a debauchery of his work. I agree with the ot...,negative,negative,True,0
Probably the biggest thing about Wild Rebels that hurts it the most is the hero. He's got LOSER writ...,negative,negative,True,0
"THE GOVERNESS is a moody period piece, the meandering story of a Jewish woman who, upon the death of...",negative,positive,False,0
A Sci-Fi Network original. Not the best. Not far from being the worst. An electrician(Richard Grieco...,negative,positive,False,0
Everybody interested in Texas needs to have this DVD. It's just a good movie about real Texas with g...,positive,positive,True,0
A trash classic! Basically what we have here is a story about a couple of American teenagers (one ma...,negative,negative,True,0
"Oh my god, WHY, did I waste my precious time on this film? It is pathetic, waaaay OTT and unrealisti...",negative,negative,True,0
"I'm glad Cage changed his name from Coppolla and got this part on his own. Light-hearted, no deep th...",positive,positive,True,0
"I saw this flick on the big screen as a kid and loved it -- cheeziness and all. Recently, I found a ...",positive,positive,True,0
A special unit of four police detectives are dispensing justice in their own unique way in 1950s Los...,negative,negative,True,0
It was (foolishly) with some degree of relish that I sat down to watch what a friend had promised wo...,negative,negative,True,0
First and foremost I'd like to state - for the record - that it's incredibly dumb to call your movie...,negative,positive,False,0
"Jimmy Stewart was a real life pilot, WWII flier and a one-star general in the Air Force and therefor...",positive,positive,True,0
It is easy for a movie that tries to be suspenseful to wind up being merely uninteresting. It happen...,negative,negative,True,0
"After some internet surfing, I found the ""Homefront"" series on DVD at ioffer.com. Before anyone gets...",negative,negative,True,0
Darr is an brilliant movie..It is 1 of my favourite films..SRK has done a mind blowing job in the mo...,positive,positive,True,0
"A lot has already been written about the film itself, so instead of adding to the noise I just want ...",positive,positive,True,0
This has got to be one of the best episodes of Doctor Who that I've seen since it came back last yea...,positive,positive,True,0
"Crazy Six is torture, it must be Albert Pyun´s worst film. Even Blast and Ticker are better! I can´t...",negative,negative,True,0
"Watching this movie and then listening to the commentary, it's clear that Michael Radford doesn't un...",negative,negative,True,0
"Beginning in 1942, the Sherlock Holmes character as portrayed by Basil Rathbone was set in the then ...",positive,"sitive

review: i",False,2
"Brainy, cross-dressing little boy finds success on the Spelling Bee circuit despite an unconventiona...",negative,positive,False,0
"The story is incredible, it begins with a new kid in town named Roy, while on the bus to school, he ...",positive,positive,True,0
"This film really used its locations well with some amazing shots, dark and disturbing the film moves...",positive,positive,True,0
With all of mainland Europe under his control Hitler prepares for the last obstacle in his way befor...,positive,positive,True,0
"Late one night on Tom Snyder's ""Tomorrow"" Show, I watched Tom ask his guest Henry Morgan what he con...",positive,positive,True,0
This movie sucked. From beginning to end it was predictable. There was absolutly no chemistry betwee...,negative,negative,True,0
I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with...,positive,positive,True,0
"While watching this film recently, I constantly had to remind myself that it was made in 1957..........",positive,positive,True,0
Beyond Rangoon is one of the most emotional and intense films ever made. Superbly directed by John B...,positive,positive,True,0
"This was a very good PPV, but like Wrestlemania XX some 14 years later, the WWE crammed so many matc...",positive,positive,True,0
Is torture ever right? No The answer is simple and absolute with no qualifications possible. The rea...,positive,positive,True,0
"I`ve seen this movie twice, both times on Cinemax. The first time in it`s unrated version which is s...",positive,positive,True,0
"The Lone Ranger was one of my childhood heroes, and I never missed a chance to catch his adventures ...",positive,positive,True,0
I disagree with the imdb.com synopsis that this is about a bisexual guy preparing to get married. It...,positive,positive,True,0
"The very first time I saw this I recoiled in HORROR at what was being presented as modern, liberated...",negative,negative,True,0
I saw it in Europe-plex. Great movie!! <br /><br />This film is an exploration of the Spirit and the...,positive,"sitive

review: i",False,2
Nothing could be more appealing than the idea of a good love story featuring Kristin Scott Thomas an...,negative,negative,True,0
"""The Journey"" is a romantic version of the cold war. It's about an English woman (Deborah Kerr) tryi...",positive,positive,True,0
"Witticisms, colorful characters, family relationships, coping with hardships, living with fun and hu...",positive,positive,True,0
"The plot seemed to be interesting, but this film is a great dissapointment. Bad actors, a camera mov...",negative,negative,True,0
This is one of my favourite Disney films. It has everything you could hope for in a Disney animation...,positive,positive,True,0
"I'm not sure how this could have been better, so I gave it a 10. The acting was excellent - the main...",positive,positive,True,0
My husband received DVD of OBWAT for Christmas and it was the best gift we received! We watch it eve...,positive,"itive

review: i",False,2
"Sleeper Cell attempts to swim both sides of the pool (terrorism/patriotic Muslim Americans), and it ...",positive,positive,True,0
"I saw Five Fingers at the Drive-In in...what, 1973, '74? It was the the first Kung-Fu movie I'd ever...",positive,positive,True,0
It is important to realise that Eisenstein was a committed Marxist film maker who held some very spe...,positive,positive,True,0
"I've watched a number of Wixel Pixel and Sub Rosa Extreme movies lately, and have found a lot to lik...",negative,negative,True,0
"The fifth collaboration between Marlene Dietrich and director Josef von Sternberg, BLONDE VENUS is a...",negative,negative,True,0
"François Truffaut, Young Jerk of the ""Cahiers du cinema"", main bastion of the coming so-called New W...",positive,positive,True,0
"SPOILERS A Jewish Frodo? Yep, that'll be Elijah Wood again.<br /><br />Ever since the concluding par...",positive,positive,True,0
"I figure the company that made this movie wanted people to think of the Conan movies, but unfortunat...",negative,negative,True,0
"A whole lot of the people that have seen this are confused, obviously. The original title of ""Cotton...",negative,negative,True,0
"The female cast of this movie is terrific: you've got Linda Blair (maturing nicely), Julie Strain (w...",negative,negative,True,0
"My first question, is NOT about the horrible acting, NOT about the horrendous writing, it is the dir...",negative,negative,True,0
This movie was horrendous it was sorta like accidentally watching a gay porn waiting for the girls b...,negative,negative,True,0
"If you ever plan on renting (hopefully not buying) this movie, think again. It was as if Gary Busey ...",negative,negative,True,0
"Paul Schrader and his brother Leonard wrote Mishima, and in so doing, clearly drew parallels between...",positive,positive,True,0
All ambiguity about Michael Myers has withered away thanks to this series' chronic habit of arseholi...,negative,negative,True,0
one of my favorite lines in Shakespeare.<br /><br />i.e. *we're not finished with you by a long shot...,positive,positive,True,0
The movie was certainly true to the real life story on which it was based. It was hard for me to fin...,positive,positive,True,0
"While Star Trek the Motion Picture was mostly boring, Star Trek The Final Frontier is plain bad. In ...",negative,negative,True,0
I watched this film recently for the first time in over 30 years and was very pleasantly surprised. ...,positive,positive,True,0
The review on the main page admits that the movie is horrible but that you should forgive it because...,negative,negative,True,0
Where the Rivers Flow North is a well-told story about two peoples' fight to live their own lives in...,positive,positive,True,0
I thought this movie'd be totally different than just another teen-slasher. Well I was totally wrong...,negative,negative,True,0
Blackwater Valley Exorcism is set on a small town ranch where teenager Isabelle (Kristin Erickson) i...,negative,negative,True,0
Two hours ago I was watching this brilliant movie which overwhelmed me with its imprisoning photogra...,positive,positive,True,0
"It only took one viewing of this dog, for me to say ""Never again!"" It's so profoundly unmemorable th...",negative,negative,True,0
"This is horrific. No really, this is ,bar none, the absolute worst...worst...I hesitate to even call...",negative,"ative

review: i",False,2
"Story about three eclipse (maybe even Indigo, ha) children beginning their love for murder. Oh, and ...",positive,positive,True,0
"How to summarize this film ? it is simply impossible. Why you should see it ? maybe for the story, v...",positive,"ive

review: i",False,2
One of my all-time favourite movies. Nothing can beat watching this movie for the first time. If I c...,positive,positive,True,0
"This is a romantic comedy, so it's really a fairy tale, but an unconventional one. Cinderella, rathe...",positive,positive,True,0
"Given the budget and the inexperience of everyone involved, Livin' tha Life could have been worse. J...",negative,"gative

review: i",False,2
After reading the mostly glowing comments about this movie I decided to rent it despite some suspici...,negative,negative,True,0
"I saw this film knowing absolutely nothing about both it and its stars, Chris Farley and David Spade...",positive,positive,True,0
"As far as fake documentaries go (fakumentaries anyone?), this one is up there with the best! It look...",positive,"sitive

review: i",False,2
"First of all, the genre of this movie isn't comedy, it's more of a drama.<br /><br />I had low expec...",negative,positive,False,0
I think that it's great how Chiller picked up this series and showing it for this generation. Film m...,positive,positive,True,0
When i first saw this show advertised to be on Australian TV back in the late 90's i ignored it thin...,positive,positive,True,0
"One of the best movies ever, the idea of a double interpretation involves we all. <br /><br />Would ...",positive,positive,True,0
A competent comedy that delivers the laughs for fans of Jack Lemmon and Walter Matthau. I suppose th...,positive,positive,True,0
