text_preview,true_label,predicted,correct,retries
"At first, I honestly thought it would be a corny movie. But after seeing this, I was quite surprised...",positive,positive,True,0
"I had known Brad Linaweaver at Florida State U in the early 70's when he was an inspiring, inventive...",negative,negative,True,0
"Tony Hawk's Pro Skater 2x, isn't much different at all from the previous games (excluding Tony Hawk ...",positive,positive,True,0
"The Bermuda Triangle ,we are told in this waste of celluloid, is the portal to another time and dime...",negative,"gative

review: lars",False,2
This was the very first kung fu movie that I have ever seen. The dubbing is not the greatest but alo...,positive,positive,True,0
"Almost no information is available about this movie, or its air dates. After an ongoing and exhausti...",positive,positive,True,0
"Ewe, The opening screams zero budget. The titles whooshing in look like my grandson was let loose wi...",negative,negative,True,0
I´m only joking. This was potentially the worst film I have ever had the misfortune to sit through. ...,negative,negative,True,0
"Who should watch this film? Anyone who has ever taken acid, read Philip K. Dick, thought the premise...",positive,"sitive

review: i",False,2
"Nice movie and Nicholle Tom does a fantastic job playing the ""guy in the girl's body"", she really do...",negative,positive,False,0
"One of the best movies ever, the idea of a double interpretation involves we all. <br /><br />Would ...",positive,positive,True,0
The Bone Snatcher is about a group miners who go on a search for a missing crew of miners in the Nam...,negative,negative,True,0
"Great ""documentary"" of how scientist's believed dinosaurs behaved, captured with some of the most sp...",positive,positive,True,0
"Bill, Jeremy Theobald, is an inspiring writer who hasn't gotten anything published as of yet. Bill a...",positive,positive,True,0
"I just watched Nightbreed for the first time since seeing it in the theater almost 20 years ago, and...",positive,positive,True,0
"A lot of good things could have been done with this movie using essentially the same sets, plot devi...",negative,negative,True,0
"This movie has an outstanding acting, by Marilia Pêra, and a stunning dicretcion by the argentine He...",positive,"sitive

review: i",False,2
Heftig og Begeistret (Intense and Enthusiastic) is a documentary-like story of a male choir up in Be...,negative,negative,True,0
This takes place on Fire Island back in the 1970s. A couple Peter (Craig Dudley) and Buddy (J. Will ...,negative,negative,True,0
"What is worth mentioning that is omitted in the other reviews I have read here, is the subtext of ho...",positive,"sitive

review: i",False,2
Pity the poor reviewer who disliked / didn't understand this wonderful film. What a sad life he must...,positive,positive,True,0
"I remember flipping through channels on HBO and saw this. This, my friends, is one of the worst TV m...",negative,negative,True,0
I used to work in a video store. I saw this title in the horror section and took it home as a free r...,negative,negative,True,0
"I just caught ""Wild Rebels"" on one of the ""Mystery Science Theatre 3000"" archive compilations, and t...",negative,negative,True,0
"I was ""turned on"" to this movie by my flight instructor and now I wonder how the heck it was out the...",positive,positive,True,0
The Hindi remake of Mrs Doubtfire starring and directed by Kamal Hassan is a somewhat shoddy version...,negative,negative,True,0
This episode of Buffy was one of my personal favorites. Also number three of Joss' personal favorite...,positive,positive,True,0
"I've watched this film a few times and I never really liked it. I'm not a fan so termed ""nu horror"",...",negative,negative,True,0
I have always liked this film and I'm glad it's available finally on DVD so more viewers can see wha...,positive,positive,True,0
"First of all, let me say that I am in no way denying the importance of the subject - quite the oppos...",negative,negative,True,0
This movie is a cinematic collage of gangster clichés. The writing is grade z and the plot and story...,negative,negative,True,0
"I like Tom Hanks, and he is one of few actors who will draw me into the theatre regardless of any mi...",positive,positive,True,0
"David Morse and Andre Braugher are very talented actors, which is why I'm trying so hard to support ...",positive,negative,False,0
Eaten Alive is a little film that opens in New York city and the arctic where tribe men shoot snake ...,negative,"gative

review: i",False,2
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost...,negative,negative,True,0
"I personally LOVE this film amidst the Halloween series. I've found, after watching it with many fri...",positive,positive,True,0
Undoubtedly the funniest movie I have ever seen. It's definitely worth the fourteen minutes it takes...,positive,positive,True,0
The only reason I haven't given this film an awful rating is because I feel that it was such an awfu...,negative,"gative

review: lars",False,2
"Viva La Bam was one of those shows that I didn't have high if any expectations for, before seeing it...",positive,positive,True,0
"This is one of those films that, for whatever reason, just clicked with me. Everything about it is r...",positive,positive,True,0
"I first seen this movie in the early 80s and we used to have it on betamax. As we all know, betamax ...",positive,positive,True,0
This has to rate as one of the cheesiest of TV shows in a long time.<br /><br />Jose Ferrer played t...,negative,positive,False,0
"LTL is the kind of formulaic, hopeless comedy to be enjoyed by the sort of sheep that stop and liste...",negative,negative,True,0
"Yes, it's ""Flipper"". But writer/director Alan Shapiro has put together a gem of a version. Spectacul...",positive,positive,True,0
the worst sequel I've ever seen. really awful songs which is upsetting considering how fantastic the...,negative,"gative

review: i",False,2
"I am finding that I get less and less excited about Disney's sequels to movies. Yes, I do understand...",negative,negative,True,0
"A letter to the guys. I tried guys, I really tried! I tried so hard not to watch this movie. I would...",positive,positive,True,0
Does anyone remember BRAVEHEART ? It starred Mel Gibson who also directed and was scripted by Randal...,negative,,False,2
I don't care if some people voted this movie to be bad. If you want the Truth this is a Very Good Mo...,positive,positive,True,0
"Ok, if you like yer monster moovies sullen, stiff, starchy, and thunderously dull, but with lots of ...",negative,negative,True,0
"Having recently seen Grindhouse, I was browsing in Video USA looking for some movies that might have...",positive,positive,True,0
"After going to sleep out of sheer loneliness, Lestat wakes from a 100-year sleep to the sounds of a ...",positive,positive,True,0
"I like movies about quirky people. ""One Flew Over the Cuckoo's Nest"" is maybe my all time favorite, ...",positive,positive,True,0
"I was shocked to learn that Jimmy Caan has left this show, does anyone know why? I regard James as o...",positive,positive,True,0
"Changi has a delightfully fresh script, acted superbly by both young and old actors alike. John Doyl...",positive,positive,True,0
The idea behind this movie was great. The story of a little girl facing abuse (both emotional and ph...,negative,negative,True,0
"Latter days is the best gay movie of the homosexual genre. Most of the films entail sappy stories, o...",positive,positive,True,0
"This movie attempts many things but never really accomplishes anything, the plot time travels, meand...",negative,"gative

review: lars",False,2
"I saw this film with a live performance by the Buffalo Philharmonic, and the music was one of the tw...",positive,negative,False,0
"In the light of the recent typhoon that hit the country hard (that is, typhoon Ondoy), I thought it ...",positive,positive,True,0
"I haven't watched this show in months, but for a while I was forced to watch it every day because I ...",negative,negative,True,0
"HOW MANY MOVIES ARE THERE GOING TO BE IN WHICH AGAINST ALL ODDS, A RAGTAG TEAM BEATS THE BIG GUYS WI...",negative,negative,True,0
"So, you wanna be a rock star? See this movie. You don't like rock, you say? Or you're REALLY into he...",positive,positive,True,0
"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental sh...",negative,negative,True,0
"I remember watching this film in 1981, when I was 7. It was absolutely brilliant! I found the DVD ju...",positive,positive,True,0
"I am a huge fan of the Farcry Game, HUGE fan. It still holds a place in my top-10 games list of all ...",negative,"gative

review: lars",False,2
"I don't watch very many 'horror' movies, but one night I sat down and watched this with my cousins. ...",positive,positive,True,0
This horrible action  sci-fi movie is a crap. I have just spent 90 minutes of my life watching one ...,negative,negative,True,0
"Wow, pretty amazing that something this bad could actually be made. I am giving this movie a 2 becau...",negative,negative,True,0
"I find it amazing, that so many people (probably Poles) have voted for this movie, giving it such gr...",negative,negative,True,0
"First things first, how can someone with his creativity on the right side believe in a movie like th...",negative,negative,True,0
"I gave this 8 stars out of a possible 10. It had an excellent plot, and Peter Coyote and Michele Lee...",positive,positive,True,0
"Personally, I don't like a lot of b/w movies, but there's something magical about this movie. <br />...",positive,positive,True,0
I didn't know anything about this DVD when I hired it. Had a quick look here at the comments but dec...,negative,negative,True,0
not many people outside poland have had an opportunity to become familiar with andrzej sapkowski's b...,negative,"gative

review: i",False,2
This movie was a dismal attempt at recreating a crucial time in English history. The film version of...,negative,negative,True,0
I found the movie very real just as much as Saving Private Ryan and gave an upfront account from the...,positive,positive,True,0
"How bad idea was to remake an almost Oscar -worthy film?! MOSTHLY MARTHA is MUCH MORE BETTER, has de...",negative,negative,True,0
"Being a D.B. Sweeney fan, I've been on the lookout for this movie for quite some time. I recently re...",positive,positive,True,0
No. I'm not kidding with this one. He was a guest reviewer for Entertainment Weekly and gave this mo...,positive,positive,True,0
"...when this movie was on.<br /><br />What a bore. An attempt at humor, but really not pulling it of...",negative,"gative

review: lars",False,2
"The story is: a turn-of-the-century troupe of actors, along with producers and theatre-owners, have ...",negative,negative,True,0
The story of a Volcano erupting downtown L.A. sounds like a nice plot for a disaster movie. This one...,negative,negative,True,0
"I just checked out Northanger Abbey from the local library, and wasn't expecting much. Imagine my su...",positive,positive,True,0
I can see what this film was intending to do. Unfortunately it just never quite completes the deal. ...,negative,negative,True,0
"I love dogs, and the most interesting character in this movie is a Golden Retriever. He is smarter, ...",positive,positive,True,0
This movie was one of the longest movie watching experiences of my life. While I like how the direct...,negative,negative,True,0
In the past 5 years I have rented some bad movies...completely on purpose. See I aspire to be a movi...,negative,positive,False,0
"...as valuable as King Tut's tomb! (OK, maybe not THAT valuable, but worth hunting down if you can)....",positive,"sitive

review: i",False,2
"I had read online reviews praising this obscure outing as a combination of gory horror, quirky black...",negative,negative,True,0
If you like me enjoy films with plots and convincing actors then Alien Vs Predator- Requiem is proba...,negative,"gative

review: i",False,2
I cannot argue with other comments that the story line focuses more on the romance between the Mary ...,positive,positive,True,0
"A study in BAD. Bad direction, bad acting, bad writing and f/x that´ll teach you that you´d better u...",negative,negative,True,0
"Looking backwards to that year 2002 when ""Furia"" was made, one can easily recognize the heralding si...",positive,positive,True,0
"I read the comments about this movie before watching it and wasn't expecting much, but as a B movie ...",positive,positive,True,0
I just took my 11 year old daughter and 8 year old son to this movie and I can't remember a movie wh...,positive,positive,True,0
I enjoyed the acting in this movie. Except for the sister. She reminded me of Janice on Friends. I c...,positive,negative,False,0
The movie features another exceptional collaboration between director William Wyler and cinematograp...,positive,positive,True,0
Go to the video store and get the original. I do not understand why Hollywood has that need to take ...,negative,"gative

review: lars",False,2
It's difficult to decide whether this movie suffers from crap dialogue or if it's just made to appea...,negative,"ive

review: i",False,2
This really is a movie that you need to see twice. When I first saw this film I was really drawn int...,positive,positive,True,0
"Well, what can be said about a ""horror comedy"" that features neither horror nor comedy? There are no...",negative,negative,True,0
The plot is simple: an American couple is in vacation in Thailand. Somehow they are attacked by the ...,negative,negative,True,0
"As an earlier reviewer said, Travolta stole every scene he was in. Recognize the character? It was V...",positive,positive,True,0
"I have only seen the minimum wage episode yet i have no intention of watching the others, how can th...",negative,negative,True,0
"There was a recent documentary on making movies, that featured a long list of actors and directors t...",positive,positive,True,0
"Sure, this film was retarded. But you expected that the moment you looked at the cover-box. It's a B...",negative,negative,True,0
"I will admit I possibly missed tiny moments when I wasn't paying proper attention, but I got enough ...",positive,positive,True,0
"The film Classe tous risques directed by Claude Sautet was not a film, to be honest, I had ever real...",positive,positive,True,0
The Railway Children is perhaps my favorite film of all time simply for the brilliant acting of the ...,positive,"itive

review: i",False,2
"Uncle Fred Olen Ray once again gives us a little of his Retromedia ""goodness"" in the form of this so...",negative,negative,True,0
I just got it and it is a great movie!! i loved it! Although Jane Brightons voice n the beginning is...,positive,positive,True,0
**Possible Spoilers Ahead**<br /><br />Whenever fans of bad movies congregate for more than a few mi...,negative,negative,True,0
"This movie is apparently intended for a young, evangelical Christian audience as a teaching tool. Fo...",positive,positive,True,0
"Shame to see an interesting story diluted into standard ""Vietnam made for TV"" fare. Usually HBO movi...",negative,negative,True,0
"The `plot' of this film contains a few holes you could drive a massive truck through, but I reckon t...",negative,negative,True,0
"It seems everyone wants to jump on the bandwagon and say ""Maha Go Go Go""....The word is MACHA..........",positive,negative,False,0
This has to be one of the most awfully scripted films I've ever seen. It's basically a remake of The...,negative,negative,True,0
Mel Brooks has really outdone himself on this movie. No one can deny that Blazing Saddles was a clas...,positive,positive,True,0
"This is supposed to be based on Wilkie Collins' _The_Woman_In_White_, but the only resemblance it bo...",negative,negative,True,0
"This movie is one of the only historical documents displaying the talents of so many black singers, ...",positive,positive,True,0
"Excellent story-telling and cinematography. Poignant, biting social commentary.<br /><br />Superb ef...",positive,positive,True,0
"In what attempts to be a positive story, Dolph Lundgren leads a group of mercenaries to take over a ...",negative,negative,True,0
"hey community! my question is about the song, the pizza man wants Casey to play right after smoking ...",positive,positive,True,0
This in-name-only sequel to the classic ROADHOUSE has a DEA agent (John Schaech) coming to the rescu...,negative,negative,True,0
I have a completely biased point of view mainly because I live and enjoy the club culture lifestyle....,positive,positive,True,0
I simply cannot believe the folks that made and performed in this movie really took it seriously. Th...,negative,negative,True,0
"I work at a nuclear power plant, so I am getting a kick out of these replies.<br /><br />Seriously, ...",positive,positive,True,0
"My favorite film this year. Great characters and plot, and the direction and editing was smooth, vis...",positive,positive,True,0
I saw this film for the first time last night. I have been thinking about it all night and this morn...,positive,positive,True,0
"The first thing you should know about ""Zipperface"" is that it was shot on video, so it has that pecu...",negative,positive,False,0
"""Traffik 1989"" is an Emmy award winning six part miniseries out of the UK which was the inspiration ...",positive,positive,True,0
I just saw this movie at the Tribeca Film Festival and i have to say that i thought it was amazing. ...,positive,positive,True,0
"This was without a doubt the worst movie I have ever sat through. And that's saying alot, because I'...",negative,negative,True,0
This is a by-the-numbers horror film starring Richard Crenna and Joanna Pettet as a psychologist duo...,negative,negative,True,0
"A bad movie ABOUT a bad movie. Is that original, or what? If it is, then that's the only good thing ...",negative,negative,True,0
I loved this movie 10 years ago when I was about 16 years old. My biggest mistake was to watch it ag...,negative,positive,False,0
"Drifting around on bootlegs, sometimes thought an urban comic book legend, the first FF movie is pre...",negative,negative,True,0
A labor of love. Each frame is picture perfect and grabs you. Then the sheer emotion and story-telli...,positive,positive,True,0
I walked out of the cinema having suffered this film after 30 mins. I left two friends pinned in by ...,negative,"gative

review: i",False,2
"The films' producers are hoping that Cameron Diaz' name will help sell this picture. Unfortunately, ...",negative,negative,True,0
"Do the writers that conjure up these type of ""comedies"" have such empty lives that they have to embo...",negative,negative,True,0
There have been some harsh criticisms of Comanche Moon on IMDb. I think this is for three reasons. F...,positive,positive,True,0
This movie was like a gathering of people that had been in other movies and they decided to make a r...,negative,negative,True,0
'Oldboy' director Park Chun-wook returns with what must be one of the yuckiest and at the same time ...,positive,positive,True,0
"If you loved the 1993 (erotic, sci-fiction)cyborg film ""Nemesis"", then you'll love this one. I loved...",positive,positive,True,0
I'm so glad he wasn't alive to see this. This movie is a debauchery of his work. I agree with the ot...,negative,negative,True,0
"""Thriller"" is brilliant. It is a long video, but simply brilliant nonetheless. The song itself is......",positive,positive,True,0
"I don't think this cartoon was as bad as some may think. Of course, I was only five at the time it c...",positive,positive,True,0
"In this tense and character-driven romantic tragi-comedy, we are given an insight into the intertwin...",positive,"sitive

review: i",False,2
This is an excellent movie and I wish that they would put it out on DVD for people to purchase. It i...,positive,positive,True,0
When I was younger I saw the end of HAIR on TV. I just watched the last 5 minutes of the film. And I...,positive,positive,True,0
"K-Pax is a very intriguing film. Is Prot (Kevin Spacey) really an alien, or is he a mentally derange...",positive,positive,True,0
Why this film was only released in 4 states is beyond me. I thought this film was a divine story. Th...,positive,positive,True,0
Beautiful film set in 1962 Hong Kong about a man (Mr. Chow) and woman (Mrs. Chan) who become close f...,positive,positive,True,0
"Going into Teaching Mrs Tingle, all I wanted was a fun, enjoyable teen comedy that would entertain m...",negative,negative,True,0
"Over the years I seemed to have missed this picture of Ronald Reagan, and due to his recent passing ...",positive,"sitive

review: i",False,2
"Cocky medical students play chicken with process that simulates death, in attempt to get a (hopefull...",positive,positive,True,0
"If you haven't seen ""The War at Home"", let me tell you what you've been missing. It's a show about e...",negative,negative,True,0
"Ali G Indahouse has got to be one of the funniest films I've seen in a long time, and Cohen's portra...",positive,positive,True,0
A great look at the 60s through the eyes of four friends from their student days in 1960 to their re...,positive,positive,True,0
There is a running thread in film comedy that all the great comics are just falling short of the law...,positive,positive,True,0
The director Godfrey Reggio must be a very charming and persuasive man for this dreadfully botched p...,negative,negative,True,0
Child death and horror movies will always remain a sensitive & controversial combination and therefo...,negative,negative,True,0
Why didn't critics like this movie?? I don't get it. This is easily my favorite Clive Barker effort....,positive,"sitive

review: i",False,2
I was thrilled by the fresh (pun intended) synopsis of this film and looking forward to watch it. Th...,negative,negative,True,0
This is another of Hollywood's anti-communist polemics of the golden 1950s. Stalwart American Gene B...,negative,negative,True,0
River's Edge is more than just the story of a murder. It's an indictment of the wave of apathy that ...,positive,positive,True,0
"Biodoc on the enigmatic singer/songwriter who, according to friends' accounts, spent the last 15 yea...",positive,positive,True,0
"This movie is a bizarre fantasy tale, that I'm sure doesn't appeal to anyone over 10, but is too str...",negative,negative,True,0
"This film is a good companion to Blair Witch, because it does so much wrong that BW did right. Like ...",negative,negative,True,0
This movie has one of the worst lead characters ever. I say this because he is made out to be the he...,negative,negative,True,0
"i bought this in the budget department last week. i had halloween and halloween II already, and sinc...",positive,positive,True,0
"The worst film I have seen in the last 12 months. The plot of the story was uninteresting, the movie...",negative,negative,True,0
It's rare for a film to sweep you away within its world and leave you wanting more once the credits ...,positive,positive,True,0
"The whole movie made me think of the first circle of Dante's Inferno, Where the souls who 'fool' the...",positive,positive,True,0
"Intelligent summary, isn't it?<br /><br />If Mad Max was something of a simple, straight forward, no...",negative,negative,True,0
I really like Kinski he is a great actor. I've seen this movie because I've heard that there are aut...,negative,negative,True,0
"In many ways, the perfect movie. The ""Incredible Journey"" and Horatio Alger tale come together for a...",positive,positive,True,0
"This film is a total bore. Entrapment is way better in all aspects, plot, acting, stunts, etc. Plus ...",negative,negative,True,0
"This movie has a look and feel of many ""Fresh"" directors (closeups and focus on the emotions being e...",negative,negative,True,0
"As a massive fan of DM, it goes without saying that I have seen this film numerous times. However, I...",negative,positive,False,0
This is one of those movies the critics really missed the mark on. This movie is practically McHale'...,positive,positive,True,0
This show is pathetic. I can't even begin to imagine how anyone with an IQ greater than that of a ca...,negative,negative,True,0
"Michael Jackson's Thriller (1983) has to be the greatest video ever made. Dude you have Zombies, gor...",positive,positive,True,0
Only if you are crazy about Amber Smith should you see this. Besides her svelte body there is pretty...,negative,negative,True,0
This is one of the best movies I have seen in years. I took me to a new time and place. It was as th...,positive,positive,True,0
H.O.T.S. is a fun film for a trip back to when skin flicks had a more positive fun-filled agenda. Th...,positive,positive,True,0
this is more than a Sat. afternoon special. Exremely well written if very low key there is a lot her...,positive,positive,True,0
This movie was difficult for me to watch. Stan looked very old and ill compared to what I remembered...,negative,negative,True,0
There's something frustrating about watching a movie like 'Murder By Numers' because somewhere insid...,negative,negative,True,0
I watched this movie a couple months ago when it first showed up on the shelves of Blockbuster. It i...,negative,negative,True,0
Thomas Hardy is one of my favorite authors. Some truly wonderful movies have been made from his nove...,negative,negative,True,0
"Anyone can make a movie these days. Budget, production value, or experienced crew don't have to stop...",negative,negative,True,0
"I saw this film when it first came out and have never forgotten it. My Uncle Antoine is much, much g...",positive,positive,True,0
Sigh... what can I say? <br /><br />Why does a horrible script such as this gets approved in the fir...,negative,negative,True,0
"I rented this movie, knowing that it would be bad (i have only seen one good Disney sequel and that ...",negative,negative,True,0
This program was quite interesting. The way the program was displayed made it all the more interesti...,positive,positive,True,0
I cannot believe the number of people referring to the lead characters as 'boy cows'!! there is no s...,negative,negative,True,0
"Flowers! If it's one thing you'll take away from this movie, it's gonna be the flowers. They feature...",positive,positive,True,0
"That was a waste of 9 dollars. the movie was terrible. all the ""scary"" parts were pointless and sadl...",negative,negative,True,0
"Given that Roger Corman attached his name to this production, I had high hopes for this film. Corman...",negative,negative,True,0
This movie is about a group of people who are infected by a powerful man-made virus. They are pursue...,negative,negative,True,0
Look as being Anglo-Irish I assure you this reviewer is anything but Bias. But I assure you this is ...,positive,positive,True,0
"Maniratnam, who in India, is often compared with prominent world film makers and is regarded a geniu...",negative,negative,True,0
"Sickening exploitation trash plays like a bad (and reverse) ""Death Wish"" ripoff - but the ugly and u...",negative,negative,True,0
"This 22 minute short, short of a precursor to the later much better ""Rock and Rule"", features two fo...",negative,negative,True,0
"About the spoiler warning? It's not ""may contain"", it -does- contain spoilers. Readers beware. <br /...",negative,negative,True,0
"This movie clearly has an agenda, which could be summed up like this: Never, never cross the border ...",negative,negative,True,0
This show is based on the concept that loud + obnoxious + repetition = funny. The comedic writing is...,negative,negative,True,0
"The plot in this movie is very thin, and there is not much acting. Val Kilmer--I don't know why he a...",negative,negative,True,0
I already gave my comment on this movie under the name BruceV3. Now under BruceV13 I want to add som...,positive,positive,True,0
"it really is terrible, from start to finish you'll sit and watch this ridiculous idiot, thinking hes...",negative,negative,True,0
"Good cinematography, good acting good direction...cannot justify a story that is not and cannot be a...",negative,negative,True,0
I had neither read any of the books nor seen the first movie so after receiving passes to a preview ...,negative,negative,True,0
First there are some plot holes in this movie. We see in the very beginning a kid dies from playing ...,negative,negative,True,0
This piece of crap doesn't worth a critical review so I'll write some information for those who don'...,negative,"ative

review: i",False,2
"OK. Finally, a horror film that's done well. As soon as I heard the music, I knew that some effort h...",positive,positive,True,0
i don't really know where to start here.just imagine a movie that is so bad in every way from the ac...,negative,negative,True,0
*THIS REVIEW MAY CONTAIN SPOILERS... OR MAYBE NOT. THE WARNING IS THE SAME FOR ALL*<br /><br />Dang ...,negative,"gative

review: lars",False,2
First i have to say that i don't like since fiction movies at all so much! But there are some movies...,negative,negative,True,0
"Predictable, cliche, unbelievable, boring...what else can I say? It's only the caliber of the cast t...",negative,negative,True,0
"This movie started out as a quite decent-looking film but it never really kicked off, instead it bec...",negative,negative,True,0
This movie was released in all major cinemas in Australia. I watched the movie on the weekend of 7th...,negative,negative,True,0
ONE NIGHT AT McCOOL'S / (2001) *** (out of four)<br /><br />By Blake French:<br /><br />	According t...,positive,positive,True,0
I saw this movie on television as SCREAMERS and loved it. I heard an interesting story about this fi...,positive,positive,True,0
"First they came for the Communists, and I didn't speak up, because I wasn't a Communist. Then they c...",positive,positive,True,0
"This turned out all right and looks interesting. However, as it goes on the attempts at creating emo...",negative,negative,True,0
"After all these years of solving crimes, you would've expected criminals to know that they can't aff...",positive,positive,True,0
I cannot get over how awful this movie was. My eyes want to jump out of my head and my ears are gush...,negative,negative,True,0
"Almost four years after the Iraq war started and we're in a bigger hole than ever. That's right, so ...",positive,"sitive

review: i",False,2
"Redo the Oscars from 1992, and this film might get nominated, or even win. It was SO good at capturi...",positive,positive,True,0
The title pretty much lets you know what you're getting. It's a grade-C howler but not as blatantly ...,negative,negative,True,0
"Made at the height of the Black Power movement, this movie portrays African-American Putney Swope (A...",positive,positive,True,0
This film gets off to a bad start. An incredibly corny monologue is followed immediately by a brilli...,positive,positive,True,0
"I thought this movie was going to be good. It absolutely wasn't, despite the Oscar-winning lead acto...",negative,negative,True,0
"This is another of Robert Altman's underrated films(let's be honest, the only movie he's made that r...",positive,positive,True,0
I saw this movie on PBS the first time. Then I bought the video and watched it countless times. Ever...,positive,positive,True,0
As you may remember I have seem all three of the trilogy of trash and the first movie is the only on...,negative,negative,True,0
"Glenn Close is back as Sarah Plain and Tall, a woman who keeps a family together through the good an...",positive,positive,True,0
"The first time I had heard of Guest House Paridiso was in the, er... ""washroom"" after having just se...",negative,"gative

review: i",False,2
This lasted several years despite the late hour it was on.<br /><br />Like a lot of 80's crime drama...,positive,"itive

review: lars",False,2
wow! this was a great movie! i just got it from the u.s. and it was worth all the money i gave for i...,positive,"sitive

review: lars",False,2
I read the book before watching the movie and it left me emotionally drained but I felt that it trul...,positive,positive,True,0
"First of all, I have to say that I am not generally a big fan of werewolf movies in general. It's no...",negative,"eutral

review: i",False,2
"It kicks you in the stomach. There are other films with more convincing characters, a more realistic...",positive,positive,True,0
"OK. So it can be done! We have here the perfect vampire movie. Gothic, beautiful. With all the ingre...",positive,positive,True,0
I didn't really care for this. Had they gotten rid of the comedy/slapstick and focused on the dramat...,negative,negative,True,0
This cosy middle class sitcom became the subject of much hatred by the new breed of talented comedia...,negative,negative,True,0
"""Robin Hood: Men in Tights"" has received no respect whatsoever. It was hilarious! Cary Elwes was exc...",positive,positive,True,0
"Yet another in the long line of ""Don't"" films of the late 70's and early 80's yet this one is much m...",positive,positive,True,0
Ah! When good actors take on bland material! If you are thinking of this movie as a tight police thr...,positive,positive,True,0
One has to be careful whom one tells about watching 12-hour long films. It could become easy for peo...,positive,positive,True,0
"What a disappointment. The story line is so simple - ""the good guys sometimes do bad things and the ...",negative,negative,True,0
Damien O'Donnell has a good track record and in this film he handles a very delicate topic with sens...,positive,positive,True,0
"Talk Radio is of course, probably not the most well known of Stone's films, but don't let that put y...",positive,positive,True,0
"1931 also presented ""an American tragedy"", the original tale of ""who will he take up with, poor girl...",positive,positive,True,0
"If you don't like bad acting, poor editing, ridiculous dialog and unbelievable characters you will h...",negative,negative,True,0
"Words cannot describe how asinine, juvenile,and repetitive this steaming pile of a series is. It rel...",negative,negative,True,0
"After the opening credits over a black sheet of paper with spots of white paint sprayed onto it, oh ...",negative,negative,True,0
"There are other movies about boarding schools and the antics of the students and staff, but ""The Bel...",positive,positive,True,0
I loved the blood and gore. The kind of violence is what Alien and Predator movies are about which i...,negative,negative,True,0
Another bad spanish picture. This is very baaaad. I only save the photography and the music of José ...,negative,negative,True,0
"Just above the box i am typing in now, i was required to pick a number between 1 and 10, and rate th...",negative,negative,True,0
"I love the beach boys and their music. So, being that I am a filmmaker, I thought, wow, a Beach Boys...",negative,negative,True,0
"This is certainly a quality movie with a classy cast. As far as movies about Carlos the Jackal go, t...",positive,"sitive

review: i",False,2
"When Precious Bane aired in America, I was stunned by this beautiful story. All the actors were bril...",positive,negative,False,0
"Straight from the brilliant mind of animation pioneer Wladyslaw Starewicz, ""Fétiche"", or ""The Mascot...",positive,positive,True,0
Imaginary Heroes is clearly the best film of the year. It was a complete and utter joy to watch. I w...,positive,positive,True,0
"***SPOILERS*** For some strange reason Oliver Stone's ""Talk Radio"" based on the Stephen Singular boo...",positive,positive,True,0
Unfortunately this is not as good as any of the other films that Jim Carrey (producing and starring)...,negative,positive,False,0
"Larry Clark is not renowned for his talents as a writer or a director, but he has made some undeniab...",negative,negative,True,0
I saw this at the screening at GenCon in Indy. I had some time to kill and decided to check it out. ...,positive,positive,True,0
Deep Blood... Its one of those movies you here about and you say not another Italian Jaws ripoff! We...,positive,positive,True,0
"I don't think it really matters too much what the plot of this movie is about, the main thing you'll...",negative,negative,True,0
This film makes several nods to various science fiction films. The prologue reminds me of the one fo...,positive,positive,True,0
"This movie could be a bit boring for some people, but I find this film<br /><br />very interesting i...",positive,positive,True,0
"...this film noire set piece suffers from murky sound (at least, as shown on the inadequate equipmen...",positive,"sitive

review: i",False,2
"Personally, I can only but agree with Stephen-12: indulge. There's really no point in trying to 'cap...",positive,positive,True,0
1 Bolo Yeung is in the movie ten minutes altogether including when he's serving iced drinks to his b...,negative,negative,True,0
"Although I have definitely read this particular Agatha Christie book at some point, I didn't remembe...",positive,positive,True,0
Maybe here in Sydney we are all poop side down and as a result we get to lap up floaters like this s...,negative,negative,True,0
"Ironically, what makes John Carpenter's ""The Thing"" such an entertaining sci-fi film are its genre-d...",positive,positive,True,0
"I watched this on Sky TV late one night, as I am a Vampire fan. I must admit I half expected it to b...",positive,positive,True,0
Watching this series will probably make you feel like how our parents felt when watching Star Trek f...,positive,positive,True,0
Wow! I caught this on IFC recently after I watched But Im A Cheerleader. Id never heard of this movi...,positive,positive,True,0
This is a fine concept piece and the acting by Brando is a fine piece of work. Dean Martin isn't bad...,negative,negative,True,0
"I can't quite explain why I find this so alluring and ""The Leopard"" not; it may be because the focus...",positive,positive,True,0
"After a couple years of searching for the Humphrey Bogart film, ""Two Against the World"", it unexpect...",positive,positive,True,0
"Clearly, Andreas Bethmann would like to wear Jess Franco's crown whilst coveting (at least cinematic...",negative,negative,True,0
This is a great family film dealing with down to earth people who enjoy their local interests dealin...,positive,positive,True,0
I have been reading comments on IMDb for some time now. An 8.3 average for this movie just plain get...,negative,negative,True,0
"Two actors play rival gangsters in three films, the final of which is a sci-fi film, that nods stran...",positive,positive,True,0
"A delight from start to finish.<br /><br />If you don't like the Muppets, then I just have to feel s...",positive,positive,True,0
I absolutely adore this film about a lady columnist (Barbara Stanwyck) for a major homemaking magazi...,positive,positive,True,0
