shots,retries,text_preview,final_prediction
20,2,"Possibly the best John Travolta role ever. Saturday Night Fever was a great movie & role, but a LONG...","ositive

review: i"
20,2,Parts: The Clonus Horror is a horror all right. There are of course the bad fashions of the late 70'...,"egative

review: i"
20,2,'The 4th Floor' is a decidedly mediocre film starring Juliette Lewis as a young interior designer wi...,"egative

review: i"
20,2,The stranger Jack (Matthew Lillard) arrives in the studio of the crook collector of antiques Max (Vi...,"egative

review: i"
20,2,"This is a romantic comedy, so it's really a fairy tale, but an unconventional one. Cinderella, rathe...","ositive

review: i"
20,2,I feel really bad for reviewing this movie because I wish that I had only watched it as a concept pr...,"egative

review: i"
20,2,This is an all-around superb film. A moving experience filled with real life emotion. There's lesson...,"ositive

review: i"
20,2,This film is about a young Indian guy who comes home one day and finds himself getting engaged to a ...,"ositive

review: i"
20,2,"...and in this series, I've been reduced to an annoying jock with a gay hairstyle. Remember my frien...","gative

review: i"
20,2,-That's pretty much the whole soundtrack to this film. I just saw this baby at the Munich Film Festi...,"ositive

review: i"
20,2,"I am a fifth grade language arts teacher, and after we read this book (which the students loved), th...","egative

review: i"
20,2,"""Children of wax"" also shown as ""Killing grounds"" is an interesting mixture of genres. Some might th...","itive

review: i"
20,2,"This is basically just a dumb chase story, nearly identical to zillions of other chase stories in te...","gative

review: i"
20,2,Everybody I talked to said that this movie would be good and really weird so I figured that I would ...,"gative

review: i"
20,2,Jean-Pierre Melville is a director I've only recently gotten acquainted with (I need to see Bob le F...,"ositive

review: i"
20,2,"Now, I'm a big fan of Zombie movies. I admit Zombie movies usually aren't all that good, but I like ...","egative

review: i"
20,2,"Director and playwright Richard Day adapted his own stage material for the screen, clearly inspired ...","egative

review: i"
20,2,this movie scared the hell out of me for no good reason. the eerie music was well written but other ...,"egative

review: i"
20,2,Unfortunately this is not one of those movies which at least make you laugh at their unbelievable st...,"egative

review: i"
20,2,What is the deal with all these ethnic crime groups copying Italian mafia related movies ? We all kn...,"gative

review: i"
20,2,SPOILERS!<br /><br />I gave this film 2 out of 10 for 2 scenes that I will never forget.....by the w...,"egative

review: i"
20,2,As much as I respect firefighters for what they do. I was unimpressed and bored with this film. The ...,"egative

review: i"
20,2,Four unhappy women leave dreary London to spend an ENCHANTED APRIL in a castle on the coast of Italy...,"ositive

review: i"
20,2,"James Bridges' ""The China Syndrome"" is a first rate thriller; a model for those who want to make a g...","ositive

review: i"
20,2,I was actually fairly surprised to find out a movie based on the Far Cry game had been created. The ...,"egative

review: i"
20,2,"I went to the cinema slightly apprehensive, I came out seething with anger at the garbage (passing f...","ative

review: i"
20,2,"I must first mention that as a group of mates, we often find entertainment in wacthing films which a...","egative

review: i"
20,2,The Russian space station 'Avna' with a crew of four Russians and two Americans is threatening to re...,"egative

review: i"
20,2,"I would ward off any temptation to view this movie, it is quite simply dull. The characters are pred...","egative

review: i"
20,2,Crossfire is a fantastic film noir that is both a product of it's time and a timeless classic. This ...,"ositive

review: i"
20,2,I'm an animator myself and an all around buff of the medium so when I saw this movie in a $5 bin I f...,"egative

review: i"
20,2,This movies made me suffer and I LOVED IT! LOVED IT! It haunted me for days. I think Erika is the ki...,"ositive

review: i"
20,2,"""Opera"" is one of the greatest achievements in horror genre. This masterful picture has everything w...","ositive

review: i"
20,2,"Great movie in a Trainspotting style... Being billed as the Welsh Trainspotting, but then so was Twi...","sitive

review: i"
20,2,"""Love and Human Remains"" is one of those obviously scripted, obviously acted, obviously staged flick...","egative

review: i"
20,2,Read a biography of the late George C. Scott and you'll discover why he was so enormously talent. He...,"ositive

review: i"
20,2,This Movie is a warning to all people sat surfing the internet on a typical day at the office. My Wa...,"ative

review: i"
20,2,"...but memorable because it includes an actor I actually recognize! James Horan is, by these types o...","gative

review: i"
20,2,"If you only see one Ernest movie in your life, make it this one! This is by far the best in the seri...","ositive

review: i"
20,2,"Fascinating and amusingly bad, Lights of New York is the first all talkie feature and one that almos...","ositive

review: i"
20,2,"Geesh, I never, ever, ever thought I'd write the above four words. But, actually, she's the highpoin...","egative

review: i"
20,2,"""Ordinary Decent Criminal"" is sort of based on the exploits of Martin Cahill, already the subject of...","egative

review: i"
20,2,"The ""Hunting Trilogy"" of Rabbit Fire (1951), Rabbit Seasoning (1952), and Duck! Rabbit! Duck! (1953)...","ositive

review: i"
20,2,This is just dreadful. I regret every second of the 80 minutes I spent watching this dreck. I think ...,"egative

review: i"
20,2,"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenaba...","tive

review: i"
20,2,"living in Romania, i was almost stunned by the very realistic setting for the scenes and the great c...","ositive

review: i"
20,2,"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented ...","itive

review: i"
20,2,They are hunted and starving. They are completely demoralized and yet they press on through sheer in...,"ositive

review: i"
20,2,"Honest to God, the Outline pretty much says it all. The planet Andromina (not to be confused with Au...","egative

review: i"
20,2,"This wonderfully witty comedy-drama wowed the crowd at the Philadelphia Film Festival, whipping them...","ositive

review: i"
20,2,I disagree 100% with the reviewer who disagreed 100% with the reviewer who gave this short movie an ...,"egative

review: i"
20,2,"Cronica de un desayuno combines the worst defects of mexican cinema, a rare feat nowadays.<br /><br ...","egative

review: i"
20,2,"This film was nothing more than exploitative gay cheesecake. It was not an ""art"" movie; just an excu...","egative

review: i"
20,2,"**WARNING** MISERABLE MOVIE **WARNING** The day before Christmas eve, some nut case decided he'd ent...","egative

review: i"
20,2,Wow. What can I say? I was born in 1960. I love bad TV movies. Love them. I get involved. The works....,"egative

review: i"
20,2,"I thought it was going to be a lousy movie, honestly, I mean, Rupert Grint, RON, acting in a movie d...","ositive

review: i"
20,2,There is not much to say about this one except that it is probably the worst of the early spate of z...,"egative

review: i"
20,2,Bled is a very apt title for this As you watch it you will feel your life being bled from you . The ...,"e

review: i"
20,2,You've got to watch this movie! It is so bad it actually is great.<br /><br />You've got your crazy ...,"egative

review: i"
20,2,"The English Patient is one of those films that mostly deserve all the highest praise. I say, most, b...","ositive

review: i"
20,2,Fame was released in the U.S. a year before I was born; I was too young to ever remember the origina...,"ositive

review: i"
20,2,Sorry for all you guys that are not family with the Lynches.<br /><br />My sister in law asked me ho...,"egative

review: i"
20,2,At the opposite end of the spectrum from RAIDERS OF THE LOST ARK is David Hemmings' utterly inferior...,"egative

review: i"
20,2,Im usually wary of movies hovering around the 6/10 mark on IMDb. Id like to think people know what t...,"itive

review: i"
20,2,scarlet coat like most revolution flicks wasnt well received but is nears perfection in the art of m...,"e

review: i"
20,2,"I made a promise that if ever I posted a comment that was less than complimentary, then later felt d...","ositive

review: i"
20,2,"I normally don't comment on movies on IMDB, but in this case I feel like I should. I love movies, an...","ositive

review: i"
20,2,"Estevez, Martin Sheen and Kathy Bates are superb in this portrayal of a Vietnam vet home from the wa...","ositive

review: i"
20,2,"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst actio...","egative

review: i"
20,2,"Oh Sex Lives of the Potato Men, what foul demon created thee? This is a film that you watch, smirk a...","gative

review: i"
20,2,I saw and have the original 1959 black and white that stars Shelley Winters and Millie Perkins and n...,"egative

review: i"
20,2,"OK, here's the short of it... this movie is full of corny dialogue, over the top acting, and a threa...","egative

review: i"
20,2,"Dan Finnerty and the Dan Band are so-o-o-o-o-o good, they must be seen to believe. Does anyone out t...","ositive

review: i"
20,2,"We all know bits and pieces of Gulliver's travels. Tiny people, yeah, sure. Liliputians. Giants too,...","ositive

review: i"
20,2,Simply the best and most realistic movie about World War II I've ever seen. Not only because the Ger...,"ositive

review: i"
20,2,"Why bother, ITV? Admittedly, Mansfield Park is the most difficult of the novels to ""get,"" and Fanny ...","egative

review: i"
20,2,John Cusack stars as Hoops in this silly little movie that has to be one of the best of the eighties...,"ositive

review: i"
20,2,"I love Aaron carter but even i expected pop star to be predictable, but i was so wrong! Aaron carter...","ositive

review: i"
20,2,"There are not many films which I would describe as perfect, but Rififi definitely fits the bill. No ...","ositive

review: i"
20,2,"I enjoyed this film very much. It effectively combines humor, fantasy, and a few moments of horror w...","ositive

review: i"
20,2,"You think the police are always right.<br /><br />You believe that ""eye-witnesses"" are always right....","egative

review: i"
20,2,"The plot for Black Mama White Mama, revolves around two female inmates, at a women's prison in the P...","egative

review: i"
20,2,the hills have eyes is not a great film by any stretch of the imagination.for one the villains look ...,"gative

review: i"
20,2,"Dean Cain, the one time Super-Man, plays Max Hooper the super-thief. He can break into any company a...","egative

review: i"
20,2,This film biography of early rock and roll star Buddy Holly (1936-1959) is a tour de force for Gary ...,"ositive

review: i"
20,2,"I hope, from his seat on Heaven's comedic throne, Spike Milligan can see and can enjoy this film, as...","ositive

review: i"
20,2,"Unlike most reviewers here, I hated this movie, simply because the writer/director's bloated ego was...","egative

review: i"
20,2,"Personally, I LOVED TRIS MOVIE! My best friend told me about it so i rented it out a watched it. It'...","ositive

review: i"
20,2,I was so looking forward to seeing this film that I can't really understand how I got the impression...,"egative

review: i"
20,2,If it weren't for the editing out of curse words and a superimposed blur when one character give ano...,"egative

review: i"
20,2,The film itself is only a compilation of scenes which have no inherent meaning to someone living out...,"egative

review: i"
20,2,"I saw this film with a live performance by the Buffalo Philharmonic, and the music was one of the tw...","egative

review: i"
20,2,I'm a dance teacher and was looking forward to some good dance routines in this film. How sad to hav...,"egative

review: i"
20,2,"What is he supposed to be? He was a kid in the past,... and the future? This movie had a lot of prob...","egative

review: i"
20,2,"If Sicily is a territory of the baroque, with its doubling of perspective, that's part of this movie...","ositive

review: i"
20,2,"I originally saw this movie as a Blockbuster VHS rental. That was quite some time ago, but still rem...","ositive

review: i"
20,2,"If I were to rate this movie based solely on the acting/script/production, etc., I would give it one...","egative

review: i"
20,2,"This is one of my three all-time favorite movies. My only quibble is that the director, Peter Yates,...","ositive

review: i"
20,2,"A stunningly well-made film, with exceptional acting, directing, writing, and photography.<br /><br ...","ositive

review: i"
20,2,"Although the plot of this film is a bit far-fetched, it is worth seeing just for the performances of...","ositive

review: i"
20,2,"It happens often, while growing up, a Hollywood movie impresses a youth. It not only lasts a lifetim...","ositive

review: i"
20,2,****SPOILERS**** Buried under a mountain of medical bills and his funeral business not being able to...,"ositive

review: i"
20,2,I couldn't help but laugh when I saw what the public could be made to think was email back in 1996. ...,"egative

review: i"
20,2,This off-beat horror movie seems to be getting nothing but bad reviews. My question is; why? I think...,"ositive

review: i"
20,2,"This is officially the terrible, boring, corny, and ridiculous movie ever created. The movie is all ...","egative

review: i"
20,2,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid...,"sitive

review: i"
20,2,I watched this movie in 75 and this movie was a kind of open mind to me about how important is to ca...,"ositive

review: i"
20,2,This film is in a dead tie with the original for worst film ever made. I think this one may be sligh...,"egative

review: i"
20,2,"Flash Gordon is, undoubtedly, the best of all American serials. In a date so early as 1936,Universal...","ositive

review: i"
20,2,"stuey unger was a card playing legend. he was quoted in an interview as saying, ""Some day, I suppose...","ositive

review: i"
20,2,"I may be a good old boy from Virginia in the Confederate States of America, but this man does it for...","ositive

review: i"
20,2,It's painfully clear that all effort in this film was directed toward cinematography and very little...,"egative

review: i"
20,2,"Yes, it's Sean Connery playing Bond again, looking more alive and into his part than any time since ...","ositive

review: i"
20,2,"First off, I am critical of this movie because I really had high hopes and instead, this movie sucke...","gative

review: i"
20,2,"This show makes me(and many others) hate their lives. Let's face it, Zoey is perfect; she's bland pr...","gative

review: i"
20,2,This movie is simply bad. First of all the story is just weird and it's not good written. It leaves ...,"gative

review: i"
20,2,"I've been a fan of Larry King's show for awhile, I think he does a terrific job overall and I don't ...","gative

review: i"
20,2,"What makes this movie so damn bad? Is it the lame sub-par juvenile humor? Could it be the horrid ""tr...","egative

review: i"
20,2,This film makes several nods to various science fiction films. The prologue reminds me of the one fo...,"ositive

review: i"
20,2,Bloody Birthday is a totally rubbish slasher movie from beginning to end. <br /><br />I found the ac...,"egative

review: i"
20,2,"For all losers who gave it negative review,its because you probably have sex once in 2 years,or you ...","sitive

review: i"
20,2,"I first saw this movie when I was in elementary school, back in the 1960s. I was fascinated with the...","ositive

review: i"
20,2,"If this is film noir, then noir must be French for glacially slow. Take a cast of completely unlikea...","egative

review: i"
20,2,I first saw The Victim (aka Out Of Contention) well over 25 years ago when I was very young. Being a...,"ositive

review: i"
20,2,"Slipknot is a hardcore rock band from Des Moines, Iowa. Nine band members who all wear customized bo...","ositive

review: i"
20,2,"If you thought Herbie trying to kill himself by driving off a bridge in 'The Love Bug' was daft, wai...","egative

review: i"
20,2,I just can't understand why people are surprised this movie makes no sense. It was never supposed to...,"ositive

review: i"
20,2,I had high hopes for this one after reading earlier reviews but it was so slow and the plot so basic...,"egative

review: i"
20,2,"""STEP BY STEP,"" is my opinion, is a pure ABC hit! I can't recall every episode, but I still enjoyed ...","ositive

review: i"
20,2,"I couldn't believe this was the same director as Antonia's Line.<br /><br />This film has it all, a ...","egative

review: i"
20,2,"We bought the DVD of ""Walking with Dinosaurs"" and have been nearly ecstatic over the things that are...","itive

review: i"
20,2,"Certainly the highlight of this film is it's cast.<br /><br />Diana Rigg, George C. Scott, Bernard H...","ositive

review: i"
20,2,"** out of **** stars<br /><br />Let's see...14 divided by 20 times the square root of 13 equals 23, ...","egative

review: i"
20,2,This was not a good movie!! Why do you people keep saying that? There is a nice little story going o...,"egative

review: i"
20,2,"This was on Showtime the other night, and I figured it was going to be another made-for-video crap f...","ositive

review: i"
20,2,"I was duped into watching this by the many friendly reviews here. Boy, are they way off mark! To giv...","egative

review: i"
20,2,Having majored in Western History when I was a student in college seeing the views on World War II a...,"ositive

review: i"
20,2,"This is the classic western. The good, Glenn Ford, the dashing hero, the ex-soldier, the man who wou...","ositive

review: i"
20,2,"Ben, (Rupert Grint), is a deeply unhappy adolescent, the son of his unhappily married parents. His f...","gative

review: i"
20,2,This movie started out confusing and grew into one of the best movies I have seen... The acting was ...,"ositive

review: i"
20,2,"I wasn't able to last ten minutes on the this terrible film. In and age of DV cameras, it looks to h...","egative

review: i"
20,2,One of the many backwoods horror's that came out in the early eightes and fortunately this is one of...,"ositive

review: i"
20,2,Don Wilson stars as Jack Cutter (Ooh real tough name!)a vampire slayer who goes up against a vampire...,"egative

review: i"
20,2,"Blond main character, always believes in everyone and when you stick together you can do ANYTHING! S...","egative

review: i"
20,2,I think Walter Pidgeon was badly miscast in this film. Just not believable in the role. Barbara Eden...,"egative

review: i"
20,2,"This is truly, without exaggerating, one of the worst Slasher movies ever made. I know, it came out ...","egative

review: i"
20,2,"This could quite possibly be the worst movie ever made, up there in a league with movies like ""Howar...","egative

review: i"
20,2,"Despite the excellent cast and the potential of the story, this movie fails on many levels. I was co...","egative

review: i"
20,2,German emigree and uber-hambone actor Paul Muni who never saw a scene he didn't want to chew up goes...,"egative

review: i"
20,2,"THE ENGLISH PATIENT not only has it all (doomed romance, tragic war, great characters) but it has it...","ositive

review: i"
20,2,"OK, just what the HELL is all this supposed to mean??? Halloween 6 (let's just call it that, OK?) is...","egative

review: i"
20,2,A female ex-cop who was drummed out of the force for recklessness (and who could probably beat Chuck...,"egative

review: i"
20,2,"If you want to see a film starring Stan laurel from the Laurel & Hardy comedies, this is not the fil...","egative

review: i"
20,2,25 sitcoms had big screen spin-offs. Most of these came in the 1970's. Here is a list of all: Are yo...,"ositive

review: i"
20,2,"Yeah it may not be for adults, and some adults may find it stupid, but if you don't think about it i...","ositive

review: i"
20,2,"""Quai des Orfevres"", directed by the brilliant Henri-Georges Clouzot, is a film to treasure because ...","ositive

review: i"
20,2,"A tight-knit musical family, cranky-benevolent father and four vivacious adolescent daughters, is up...","egative

review: i"
20,2,No. Just NO. That's all that needs to be said.<br /><br />Summary: A random guy is in a cornfield. F...,"egative

review: i"
20,2,I'll start by admitting that I enjoy many movies that have low ratings on this site. I find that if ...,"gative

review: i"
20,2,Last evening I had the remarkable pleasure of seeing the movie Hitch. I was stunned and amazed. Will...,"ositive

review: i"
20,2,"Awww, I love this! The Tale of the Cat and the Moon doesn't really need an synopsis, as that's what ...","ositive

review: i"
20,2,The story itself is routine: A boy runs away from home and ends up in a struggling music school for ...,"sitive

review: i"
20,2,"While walking to buy cigarettes, the professional dancer Daniel (Tom Long) is abducted and forced to...","egative

review: i"
20,2,The basic plot is good and can be engaging. The music is so great that it became the theme music for...,"egative

review: i"
20,2,I just purchased An Zhan (Running out of time) on DVD and it was an excellent film I must say. Not r...,"ositive

review: i"
20,2,"Somehow, somewhere, someplace.. you GOTTA see this film. Breath taking aerials, and incredible outst...","ositive

review: i"
20,2,"It has taken several viewings for me to fully appreciate this film. Initially, I was struck by the s...","ositive

review: i"
20,2,"My wife and I saw every episode in this series and loved it. However, the series was cut short witho...","egative

review: i"
20,2,This movie basically is a very well made production and gives a good impression of a war situation a...,"ositive

review: i"
20,2,"Once again, there's dastardly government agencies stopping at nothing to prevent public knowledge of...","egative

review: i"
20,2,"Joline (Heather Graham) married Carl (Luke Wilson) and about five hundred and some days later, Carl ...","ositive

review: i"
20,2,Oh my god what a story! This movie is very good and it had to be God who had this happen! You did a ...,"ositive

review: i"
20,2,You might suspect that the plot of this movie was written in the process of filming. It begins as a ...,"egative

review: i"
20,2,"Mas Oyama was the most successful karate master of the late 20th century. He rejected the ""training""...","ositive

review: i"
20,2,"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist...","egative

review: i"
20,2,Quality entertainment all around. The spectacle of Kermit on his bicycle is one thats as memorable a...,"ositive

review: i"
20,2,"The first time you watch this movie you may hate it, but the 2nd time you see this movie I guarantee...","ositive

review: i"
20,2,This movie was so frustrating. Everything seemed energetic and I was totally prepared to have a good...,"egative

review: i"
20,2,As a non-theist Im not going to comment on the great mans theory which changed the world 150 years a...,"egative

review: i"
20,2,For those of you who like stand-up comedians you must have heard about George Carlin. He is really o...,"ositive

review: i"
20,2,George Hearn really went all out and over the top which in this case was great. I've heard the Len C...,"ositive

review: i"
20,2,At times when I watch this movie i start to think that the people who made this movie were on drugs....,"egative

review: i"
20,2,I really wanted to like this film but it barely eked out a 3. It's surprising that equal amounts of ...,"egative

review: i"
20,2,"When you get ahead of a film, you know you are wasting your time watching the movie in question. Tha...","egative

review: i"
20,2,The lousiest of all lousy Jaws rip-offs was regretfully made by one of my all-time favorite director...,"egative

review: i"
20,2,"There seems to have been some money behind this film, but it would be impossible to imagine a film t...","egative

review: i"
20,2,"This movie was recommended to me by some academics. From their comments, I had some pretty lofty exp...","egative

review: i"
20,2,"Anthony Minghela's (writer/director) Cold Mountain is a carefully constructed, sensitive, and intell...","ositive

review: i"
20,2,My partner and I sat down to watch this film over a bottle of wine last Saturday and although we ini...,"ositive

review: i"
20,2,"LTL is the kind of formulaic, hopeless comedy to be enjoyed by the sort of sheep that stop and liste...","egative

review: i"
20,2,"I just saw the DVD and loved it. In particular, I thought the director and Jude and Nicole did an am...","ositive

review: i"
20,2,"Director Lesley Selander's thoroughly routine outdoor yarn ""The Yellow Tomahawk"" (1954) pits the Che...","egative

review: i"
20,2,i came across this film on the net by fluke and i was horrified by its content of vivid abuse violen...,"egative

review: i"
20,2,"If you tried to make a bad film, you could not make one worst that this one. I can't imagine anyone ...","egative

review: i"
20,2,Journey to the Far Side of the Sun is about the discovery of a planet on the other side of the sun w...,"ositive

review: i"
20,2,"All y'all hatin' on the fact you'd probably neva make the cut for ""Second String"" need to save it. I...","ositive

review: i"
20,2,"Brilliant acting, excellent plot, wonderful special effects! This is what I would say about this mov...","egative

review: i"
20,2,... a recommendation! Gloria Grahame runs the kind of orphanage where discipline is imparted with a ...,"gative

review: i"
20,2,Usually when BBC releases a TV series one is used to a certain satisfaction guarantee. Usually the T...,"egative

review: i"
20,2,"I just watched National Lampoon's Christmas Vacation 2 on DVD, hoping to see something at least clos...","egative

review: i"
20,2,"Soultaker was written by and starred Vivian Schilling. It also starred Joe Estevez, Gregg Thomsen, a...","egative

review: i"
20,2,"It begins with a couple of disgusting sex-comedy gags, but soon it reveals its true colors: it wants...","egative

review: i"
20,2,"The Child's Play series isn't a favourite of mine, but Bride Of Chucky is actually an okay movie. Th...","ositive

review: i"
20,2,"I am a big MD fan. But, I call it like I see it. This film limped along. The plot was preposterous. ...","egative

review: i"
20,2,"Fred ""The Hammer"" Williamson delivers another cheaply made movie. He might have set a new standard f...","egative

review: i"
20,2,"Hmmmm. I'm kinda at a loss here. I mean, I know I liked Death Bed, I know I'll be spreading the gosp...","ositive

review: i"
20,2,"I wanted to watch this, to get a inside look at the show. It told the story more of Robin Williams, ...","ositive

review: i"
20,2,This is a piece of Hollywood product that should have never left a film can. Dialogue without a plau...,"egative

review: i"
20,2,"Stalingrad is a terrific movie, well acted and directed, and rather down to earth in it's approach t...","ositive

review: i"
20,2,"This show can most accurately be described as TV Bubble-Gum: It's chewing, it has a good taste to it...","egative

review: i"
20,2,"A study of one of those universally familiar, physical and/or emotional states: isolation. I think t...","sitive

review: i"
20,2,I watched Sleeper Cell with a bit of trepidation worrying over whether the terrorists would be glori...,"ositive

review: i"
20,2,"Despite myself, I really kinda like this movie. Pauley Shore is invariably laugh-out-loud funny, and...","ositive

review: i"
20,2,What makes watching and reviewing films a pleasure is when every once in a while when you least expe...,"itive

review: i"
20,2,I will repeat - what a stupid scenario.<br /><br />Is there anything new inside? I don't know who ha...,"egative

review: i"
20,2,"THE CELL (2000) Rating: 8/10<br /><br />The Cell, like Antz, must be watched twice to be appreciated...","ositive

review: i"
20,2,"After 10 years, it is finally save to say that our Belgian Action Star is back again. I personally f...","ositive

review: i"
20,2,"Following the whirlwind success of The Wrestler (see my review), Mickey Rourke had this ""gem"" head s...","egative

review: i"
20,2,This movie was SO stupid~!!! I could not bare to watch the rest of this movie..... To think that the...,"egative

review: i"
20,2,"Don't waste your time and money on it. It's not quite as bad as ""Adrenalin"", by the same director bu...","egative

review: i"
20,2,"Very reliable entertainment, as Las Vegas amuses as well as intrigues, very light hearted and very m...","ositive

review: i"
20,2,"""What Alice Found"" was a pleasant discovery. As written and directed by A. Dean Bell, this is combin...","ositive

review: i"
20,2,this was made in that beloved age known as the 80s and shot in my hometown of New York City. actuall...,"ositive

review: i"
20,2,"This film is titled ""Junior Pilot"" here on IMDb but ""Final Approach"" at Netflix. Go figure! The movi...","ositive

review: i"
20,2,"""Tumbling Doll of Flesh"" by Tamakichi Anaru is a Japanese shocker about three thugs who sexually abu...","egative

review: i"
20,2,"I have been watching King of Queens from the beginning, and have felt it is overlooked at the award ...","sitive

review: i"
20,2,"This performance leaves you with no wishes. We saw it in Offenbach, Germany, and it is breathtaking....","ositive

review: i"
20,2,An elite American military team which of course happens to include two good looking women and a guy ...,"egative

review: i"
20,2,"They were alternative before there was alternative, The Residents are a band like no other, and I lo...","ositive

review: i"
20,2,"Now, Throw Momma from the Train was not a great comedy, but it is a load of fun and makes you laugh....","ositive

review: i"
20,2,"After the atomic bomb hits Hiroshima, charred bodies lie all around, deformed victims attempt to com...","ositive

review: i"
20,2,"Above all, you must not take this movie seriously. It takes itself seriously, unfortunately, but tha...","egative

review: i"
20,2,First i will say that i am going to be as subjective as I can.<br /><br />There will be some potenti...,"egative

review: i"
20,2,I've never given a movie a ten out of ten before but this is the closest I have ever come (I gave it...,"ositive

review: i"
20,2,"Don't watch this film while, or soon after, eating.<br /><br />Having said that, Begotten will stick...","egative

review: i"
20,2,I decided to watch this movie because I'd not seen Carol Lombard before in any movie. I'm sorry it h...,"egative

review: i"
20,2,I also made the mistake of thinking that I was going to see the 2003 Swimming Upstream with Geoffry ...,"egative

review: i"
20,2,"No spoiler needed to steer you clear of this...well, bizarre film. Canada becomes part of the USA. O...","egative

review: i"
20,2,"Yeah, I know the girls are hot and the scenery lovely but for someone knowing the place, it's hilari...","ositive

review: i"
20,2,I've read all the complimentary posts on this muddled semi-noir and am puzzled at the high regard fo...,"egative

review: i"
20,2,I really enjoyed this movie for what it is: A funny little film that doesn't take itself too serious...,"ositive

review: i"
20,2,"This film got less attention than ""League of Their Own,"" possibly because it has only one ""name"" sta...","ositive

review: i"
20,2,This movie serves up every imaginable Greek stereotype. In one particularly galling scene the tycoon...,"egative

review: i"
20,2,"Simply put, there are two parts of this series that made me cry till my eyes fell out. First: The pa...","ositive

review: i"
20,2,I honestly expected more from this movie. That may have been the problem. There was not one time whe...,"egative

review: i"
20,2,"Trying to catch a serial killer, did they ever think of tracking the license plate number of the bla...","egative

review: i"
20,2,"We just saw this film previewed before release at the Norfolk (VA) Film Forum, and there was general...","egative

review: i"
20,2,Rollerskating vampires?! I'm sorry but even for the 80's that's just way too cheesy to be remotely s...,"egative

review: i"
20,2,It's difficult to criticize a movie with the title like 'Deathbed: The Bed that Eats' and involves a...,"egative

review: i"
20,2,"I finally saw this on video, after years of hearing about it. It is by no means a perfect movie, but...","ositive

review: i"
20,2,"Hal Hartley has been likened to a modern day William Shakespeare, by virtue of the fact that he gets...","ositive

review: i"
20,2,This is definitely the worst vampire flicks of all times. I started to watch this right after Interv...,"egative

review: i"
20,2,There's something frustrating about watching a movie like 'Murder By Numers' because somewhere insid...,"egative

review: i"
20,2,"Not many people have seen this film, and it is a shame because it is a work of art. The characters a...","ositive

review: i"
20,2,I laughed out loud several times during this film though give it a cursory glance and you would thin...,"ositive

review: i"
20,2,I went into the movie expecting a little action mixed with a strong story line. I understand that ch...,"egative

review: i"
20,2,Based on the true story of two young Americans who sold national secrets to the Soviet Union in the ...,"egative

review: i"
20,2,If you have not seen this late 80s film about the the Washington Bureau of a Network News station th...,"ositive

review: i"
20,2,"Boy, this movie is bad. And not in a good, cheesy, fun way, either. Even MST3K couldn't stop it from...","egative

review: i"
20,2,I just watched Congo on DVD.In most cases I love these kind of movies but this one is different. It ...,"egative

review: i"
20,2,"Believe me I wanted this series to work, but the early departure of Kevin Kilner dealt a near death ...","egative

review: i"
20,2,"The trailer goes nowhere near and only scratches the surface of the film and rightly so too, not bec...","ositive

review: i"
20,2,"Having seen, and loved this film in Australia, I was very keen to get me paws on a copy. I got one o...","sitive

review: i"
20,2,I could not believe it. This film was a total wast of time out of my life. The title is appropriate....,"egative

review: i"
20,2,I really only watched this movie because it had Rupert Grint in it (who I knew as Ron from the Harry...,"ositive

review: i"
20,2,The thing that's truly terrifying about this is that the filmmakers thought they were making somethi...,"egative

review: i"
20,2,This is my first Almodavar film. I'll confess we chose it mainly because we knew this had the entici...,"egative

review: i"
20,2,"Plot Synopsis: Los Angeles in the future. Crime is kept under control by Core Trackers, android assa...","egative

review: i"
20,2,"generally speaking I don't make negative comments on here. But since this is a festival piece, I don...","egative

review: i"
20,2,"''Meet Sherri..for an evening of Pleasure and Terror!'' Cheap special effects,cheesy lines,yep its t...","ositive

review: i"
20,2,I have never seen a more unrealistic movie than this foul piece of dung. The acting was over the top...,"egative

review: i"
20,2,"""Down Periscope"" has been in our library since it first arrived in VHS. Since then, we have acquired...","ositive

review: i"
20,2,A couple of clarifying comments are in order. Herschell Gordon Lewis contributed a brief introductio...,"egative

review: i"
20,2,I would just like to point out (in addition to pleading for the series to be released on DVD) that a...,"ositive

review: i"
20,2,"I think the film makes a subtile reference to rouge of Kieslowski, as the whole atmosphere gives me ...","ositive

review: i"
20,2,It is fantastic! A sick and twisted tale of coincidence and deceit.<br /><br />The story is meticulo...,"ositive

review: i"
20,2,The basic plot of this film has already been detailed in several other comments so I won't bother. I...,"egative

review: i"
20,2,"If you are like me and you bought the new Tenacious D album the day it came out, and went into the f...","ositive

review: i"
20,2,There is something about true stories that makes them so much more interesting than fiction. I guess...,"ositive

review: i"
20,2,"This is a better-than-average entry in the Saint series - It holds your interest and, as mysteries s...","ositive

review: i"
20,2,"To this day, Malcolm McLaren is telling anyone daft enough to believe him that the Sex Pistols were ...","egative

review: i"
20,2,"let me first just say that in the past, i have been a huge carlin fan. i think george is one of the ...","egative

review: i"
