shots,retries,text_preview,final_prediction
10,2,Captain Corelli's Mandolin is one of Nicolas Cage's better films. He turns a fine performance as the...,"ositive

review: i"
10,2,"This must be the first movie I've rented and not seen to the end. Complete garbage! The acting, the ...","egative

review: i"
10,2,"I am a huge Eric Roberts fan, I collect his movies and so far has get to 60. But I´m honest to say t...","egative

review: i"
10,2,Why has Ramón(Carlos Fuentes)brought his five college mates to a spooky abandoned school building wh...,"egative

review: i"
10,2,A nicely paced romantic war story that should have got more exposure. The Czech pilot who played pia...,"ositive

review: i"
10,2,"I'll give it a two for Denis Leary. He had some good lines, but that's it. What was the point? Where...","egative

review: i"
10,2,I think the problem with this show not getting the respect it truly deserves is that it comes after ...,"ositive

review: i"
10,2,Growing up in the late 60s and 70s I could not help but become a fan of science fiction. With Americ...,"ositive

review: i"
10,2,"Lon Chaney Jr returns to lumber along as the mummy Kharis seeking his mate, Annanka whose soul now r...","egative

review: i"
10,2,I saw the film in its original theatrical release in Austin Texas. The old Paramount Theatre (I don'...,"ositive

review: i"
10,2,In & Out made me want to vomit. I have never seen such a shameless film! It seriously wanted to say ...,"egative

review: i"
10,2,For those expecting the cover art and story outline to indicate another entertaining Bollywood India...,"egative

review: i"
10,2,ALERT: This review contains major SPOILERS. Do not read on if you plan to see this film.<br /><br />...,"egative

review: i"
10,2,"In many ways, the perfect movie. The ""Incredible Journey"" and Horatio Alger tale come together for a...","ositive

review: i"
10,2,"Quite simply, Goldeneye is the single greatest N64 game to date. The learning curve is just about pe...","ositive

review: i"
10,2,"""The Falcon and the Snowman"" is the story of two young men, a CIA employee and a drug dealer, who be...","ositive

review: i"
10,2,"I remember when I first saw this movie. I was babysitting for a friend of my mums, and one of the ki...","ositive

review: i"
10,2,"Being featured at the 2006 Cannes Film Festival and gaining quite some fame, this movie appears to b...","egative

review: i"
10,2,"Well it might be a kid's movie...perhaps but i'm not gonna let my kids from 9 watch it!,so the one w...","sitive

review: i"
10,2,So keira knightly is in it...So automatically we compare this film to attonement. Aside rom the fact...,"ositive

review: i"
10,2,"Having seen the movie years ago and been disappointed by its squandered potential, when I heard that...","ositive

review: i"
10,2,I'll start blasting the movie first. Remove Abbott and Costello from the cast and you've got a badly...,"egative

review: i"
10,2,"<br /><br />Summary: Not worth the film<br /><br />As an avid Gone With the Wind fan, I was disappoi...","egative

review: i"
10,2,This movie was not very well directed. they almost totally disregarded the book.I guess they were tr...,"egative

review: i"
10,2,"Recent years have seen a number of biopics of famous singers, and ""Ray"", the story of Ray Charles, h...","ositive

review: i"
10,2,Jacqueline Susann wrote several novels all involving sex and melodrama and a few of them actually we...,"egative

review: i"
10,2,"Is this a good movie? No, certainly not. But for Jolie lovers it's must-have. Her non-polished actin...","ositive

review: i"
10,2,MCBOING BOING is one of the cartoons that have stuck in my head over the years and finally decided t...,"ositive

review: i"
10,2,Young Elijah Wood and Joseph Mazzello are outstanding in this excellent film about two boys who have...,"ositive

review: i"
10,2,This movie was sooooooo good! It was hilarious! There are so many jokes that you can just watch the ...,"ositive

review: i"
10,2,Not much to say other than plenty of Wire-fu and supposed Sholin monks ego-tripping about Kung-fu an...,"egative

review: i"
10,2,"Ray Bradbury, run and hide! This tacky film version of his short story from the 1950s about time tra...","egative

review: i"
10,2,"I must admit, at first I was worried about Farscape. The opening segment was not very strong, and I ...","ositive

review: i"
10,2,"H.O.T.S. is not for those that want hardcore porn. Instead, this film is a precursor to many 80s era...","egative

review: i"
10,2,"This is a movie that will leave you thinking, is he or isn't he? While many people have complained a...","ositive

review: lars"
10,2,I loved this movie! It's the finest parody of Russian cinema to date. Who else but Sokurov could lam...,"ositive

review: i"
10,2,"i had no idea what this movies was about, it jumps from plot line to plot line erratically linking i...","egative

review: i"
10,2,'Identity . . . . I am part of my surroundings and I became separate from them and it's being able ...,review: i
10,2,"TV churns out dozens of true-crime movies every year. You can see 3 or 4 every Saturday on Lifetime,...","ositive

review: i"
10,2,"I watched the version with pathetic American over-dubs, maybe this made it much worse, but from what...","egative

review: i"
10,2,Master of Italian horror Dario Argento is called a lot of bad things by non-fans. And is deserving o...,"gative

review: i"
10,2,"Although perhaps not as entertaining as some of Herzog's work, Little Dieter is another fine film by...","ositive

review: i"
10,2,"Reading through most of the other reviews, I tend to agree with most of the comments. The one thing ...","egative

review: i"
10,2,I am almost a two decade old human who's been reading comics most of my life. I'm not a huge fan of ...,"egative

review: i"
10,2,Remember when Rick Mercer was funny? 22 Minutes was a great show when Rick Mercer was on it and Made...,"egative

review: i"
10,2,Get Shorty was an excellent film. It was funny and had the perfect balance of highly comical acting ...,"egative

review: i"
10,2,This is the worst of the toxie series by far. The acting in Tokyo is horrible and you can understand...,"egative

review: i"
10,2,"After I saw ""La Pianiste"" several years ago, I said to myself that I would never see it again, so po...","ositive

review: i"
10,2,"Very simply, they are all the syndicated episodes and NOT the original uncut/unedited NBC episodes. ...","egative

review: i"
10,2,i saw this with my with my kids they love it but i don't she did not get run overfed by a reindeer i...,"egative

review: i"
10,2,"I had never heard of this film when a good friend recommended it. I trust this friend's taste, so I ...","ositive

review: i"
10,2,"'The Mill on the Floss' was one of the lesser novels by Mary Ann Evans, who wrote under the male pse...","egative

review: i"
10,2,A friend gave me this movie because she liked it. I decided I would finally watch it. It was soooooo...,"egative

review: i"
10,2,"Really bad Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed,...","egative

review: i"
10,2,This movie suffers from the fact that for years Hollywood had no clue as to how to package Jackie Ch...,"egative

review: i"
10,2,"It was a movie that made ya think a little. Some parts a little cheesy, some parts pretty good. Plot...","ositive

review: i"
10,2,This movie appears to have been overlooked by everyone. Someone should bring it out on VHS and DVD. ...,"ositive

review: i"
10,2,"One IMDb reviewer calls Eaten Alive a passable film for the ""cannibal connoisseur."" Are there such p...","egative

review: i"
10,2,"...But not this one! I always wanted to know ""what happened"" next. We will never know for sure what ...","gative

review: i"
10,2,"A very intelligent and exciting thriller that doesn't rely on action but on situation, which is all ...","ositive

review: i"
10,2,I was sitting at home and flipping channels when I ran across what potentially sounded like an inter...,"egative

review: i"
10,2,"After seeing this movie, I came to the realization that Drew Barrymore is a great actress. This movi...","ositive

review: i"
10,2,The first movie at the Fangoria Festival in Vegas and the most challenging. It's not a movie for eve...,"ositive

review: i"
10,2,The most famous thing about this movie is that this was the first time Garbo talked in a motion pict...,"gative

review: i"
10,2,I was about 14 years old as I saw the musical version of Lost Horizon. I loved the film so much as w...,"gative

review: i"
10,2,"Yes, it's Sean Connery playing Bond again, looking more alive and into his part than any time since ...","ositive

review: i"
10,2,"If only the writer/producer/""star"" had the slightest inkling of the limits of his acting range, and ...","egative

review: i"
10,2,"One of the enduring classics from MGM came out in the closing years of World War II, it's the film t...","ositive

review: i"
10,2,We all seem to be in agreement. It was an excellent show and let die way before it's time. I've deci...,"egative

review: i"
10,2,Mr. Moto's Gamble has a fairly straight forward plot - when a boxer is murdered in the ring with a m...,"egative

review: i"
10,2,Well now this strange movie. It was listed as a comedy but I certainly found nothing to laugh at. Ac...,"egative

review: i"
10,2,"Charlie Wilson (Tom Hanks) is a hard-partying, womanizing Texas Congressman with no discernible legi...","ositive

review: i"
10,2,"I found this movie to be quite enjoyable and fairly entertaining. Good characters,good actors and en...","ositive

review: i"
10,2,I managed to obtain an original BBC broadcast of this film on video and loved it so much I had to tr...,"ositive

review: i"
10,2,"""It's funny your worst nightmare always seems so far away!"" <br /><br />Dark Habour's characters, a ...","sitive

review: i"
10,2,"Sometimes you ignore that little voice in your head that says ""stay away from this movie"". We should...","egative

review: i"
10,2,A respectable royal rumble event<br /><br />1. Edge Vs Shawn Michaels<br /><br />7.5/10 A very stron...,review: i
10,2,No! no - No - NO! My entire being is revolting against this dreadful remake of a classic movie. I kn...,"gative

review: i"
10,2,"This is possibly the worst movie i've ever seen, it was horribly done it didn't flow it was very cho...","egative

review: i"
10,2,I saw this film last night and came online specifically to see if others thought it was as awful as ...,"egative

review: i"
10,2,"Before hitting international acclaim with The Silence of the Lambs, director Jonathan Demme cut his ...","egative

review: i"
10,2,The famous French detective Henri Cassin takes his first vacation in 11 years in St. Margot where he...,"ositive

review: i"
10,2,"This film must have been quietly released on some other side of the world, perhaps even in English. ...","egative

review: i"
10,2,Sex Lives of the Potato Men is about the sex lives of several men involved in delivering potatoes. S...,"egative

review: i"
10,2,"There is, as many reviews have observed, a strong dark streak to this movie. The director it most re...","ositive

review: i"
10,2,"This has got to be the worst show I have ever seen. I always liked Chuck Norris in Films, but why do...","egative

review: i"
10,2,"I came out of ""Dark Blue World"" feeling (sigh) 'so sad' yet it was definitely a film needed to be ma...","tive

review: i"
10,2,"I saw this film much like Skywalker02 did, but when I could manage to see it again and with formal f...","ositive

review: i"
10,2,Walking With Dinoasaurs is a new and exciting programme that uses amazing visual graphics to display...,"ositive

review: i"
10,2,"The third film based on Charles Belden's play entitled ""Mystery of the Wax Museum"" (1933) targets ge...","egative

review: i"
10,2,"WTF!! Do any of his books/movies end in a happy ending?? The Notebook was good...but sheesh, enough ...","egative

review: i"
10,2,I was lucky enough to watch this film in the recently concluded international film festival here. I ...,"ositive

review: i"
10,2,"For some inexplicable reason, Jerry's movies often seemed to come in for diatribes from certain quar...","sitive

review: i"
10,2,"I bought the DVD out of a big bin for $4.99, thinking I'd lucked into some documentary pearl that wo...","egative

review: i"
10,2,"'Ray' lives on<br /><br />Ray Dir- Taylor Hackford Cast- Jamie Foxx, Kerry Washington, Regina King, ...","ositive

review: i"
10,2,Heftig og Begeistret (Intense and Enthusiastic) is a documentary-like story of a male choir up in Be...,"egative

review: i"
10,2,"This film blew me away. I thought I knew a little about the Attica prison riot. After watching this,...","ositive

review: i"
10,2,Please give this one a miss.<br /><br />Kristy Swanson and the rest of the cast rendered terrible pe...,"egative

review: i"
10,2,"Peter Falk shines as 90 year old Morris Applebaum, the patriarch who has decided it's time to ""check...","ositive

review: i"
10,2,I caught this movie on local t.v. at about 4:30 a.m. I didn't have expectations for it but after the...,"ositive

review: i"
10,2,This one is one of those classic B movie following the exploits of 2 hobos. It's done really cheesil...,"ositive

review: i"
10,2,The final installment sees Sho Aikawa and Riki Takeuchi (looking cooler than ever in his reversible ...,"ositive

review: i"
10,2,I watched this film on Telly the other night and little did I know what a cringe-fest it would be......,"egative

review: i"
10,2,BEING Warner Brothers' second historical drama featuring Civil War and Battle of the Little Big Horn...,"egative

review: i"
10,2,I won't reiterate what so many others have said about this film; I'll try to add a few new points. T...,"egative

review: i"
10,2,"on this quagmire of mediocrity? You are SO much better than this.<br /><br />Simply put, Frostbite i...","egative

review: i"
10,2,There were a lot of dumb teenage getting sex movies of the 80s and a lot of slasher flicks but there...,"ositive

review: i"
10,2,"Though it's a Christmas movie, ""Christmas in Connecticut"" could have been done any time of year, as ...","ositive

review: i"
10,2,We saw this film in Toronto at the Film Festival last year. It was a truly moving experience. I had ...,"ositive

review: i"
10,2,"I liked this film very much, as I liked before the other movies by Cedric Klapish. All the actors, c...","ositive

review: i"
10,2,Let's see how many ways you can insult my gender: 1. Of course girl #1 is a horrible skank who cheat...,"egative

review: i"
10,2,This movie came as a huge disappointment. The anime series ended with a relatively stupid plot twist...,"egative

review: i"
10,2,"The Gymnast (2006) was written and directed by Ned Farr. Dreya Weber portrays Jane Hawkins, a former...","ositive

review: i"
10,2,"Here's example number 87,358 of Hollywood's anti-Biblical bias, so typical of them.<br /><br />Early...","egative

review: i"
10,2,This movie is retarded a cheap movie that tries to be a stoner movie because the characters are look...,"gative

review: i"
10,2,"Excellent drama about 2 alienated, spoiled punks who go afoul of the federal government, each for hi...","ositive

review: i"
10,2,A group of young filmmakers with virtually no budget set out to make something clever and original -...,"egative

review: i"
10,2,I´ve been able to see this great movie at the Fantasyfilmfest in Berlin and when I went out of the c...,"ositive

review: i"
10,2,"When I went to see this movie it was already a forced choice, as my original intent was sold out. wh...","egative

review: i"
10,2,"A delight from start to finish.<br /><br />If you don't like the Muppets, then I just have to feel s...","ositive

review: i"
10,2,"First, I must point out that the role Wendell Corey played was exceptional. Usually, Corey was releg...","egative

review: i"
10,2,"First of all,there is a detective story:""légitime défense"" by Belgian Stanislas André Steeman whose ...","ive

review: i"
10,2,I was thrilled by the fresh (pun intended) synopsis of this film and looking forward to watch it. Th...,"egative

review: i"
10,2,"The name ""Lucio Fulci"" congers up images of graphic death and mutilation in the minds of may fans. T...","ositive

review: i"
10,2,I saw this movie on the strength of the single positive review and I can only imagine that guy is a ...,"egative

review: i"
10,2,Louis Gossett Jr returns to the well one more time as Chappy Sinclair who goes to Doug Masters (Play...,"egative

review: i"
10,2,I have never seen a movie that annoyed me that much. It is a movie about stupid people that are doin...,"egative

review: i"
10,2,This is how I interpreted the movie: First things first. There was not a single scene in the movie w...,"egative

review: i"
10,2,"In spite of its high-minded ambitions, Zurlini's film must be seen as a failure. It's one thing to c...","egative

review: i"
10,2,"I'm a Christian, and I have watched pretty of Christian movies, but this one is too bad. They try to...","egative

review: i"
10,2,"When I first saw this movie, I had thought that it was going to be a terrible upset, being directed ...","ositive

review: i"
10,2,I really wanted to like this film but it barely eked out a 3. It's surprising that equal amounts of ...,"egative

review: i"
10,2,"Oh, how I laughed during those first couple of scenes. This silly little film about an 11 year-old w...","egative

review: i"
10,2,"What is the story what is it on the screen. At first I must say, do not touch this movie, it is for ...","egative

review: i"
10,2,Alfred Hitchcock invented any kind of thriller you could think of:he set the standards so high that ...,ew: i
10,2,The reality of the mafia environment is absolutely dog-eat-dog where a gangster will be killed for s...,"egative

review: i"
10,2,Lackawana Blues An impressive HBO movie about a beautiful woman that made her house a home for sever...,"itive

review: i"
10,2,"First of all, despite the low rating on this site, I saw something quite worthy in this film and wil...","sitive

review: i"
10,2,"This is a haunting short film. Both James Franco and Rachel Miner deliver performances that hurt, ri...","ositive

review: i"
10,2,Dreadful film about a doctor who goes fishing and winds up catching a mermaid when he is thrown over...,"egative

review: i"
10,2,"OK, I don't want to upset anyone who enjoyed this film but it was a really bad movie. Just the way t...","egative

review: i"
10,2,"In the XXII century an architect by the name of Merchant (Bruce Ramsay) commandeers a space station,...","egative

review: i"
10,2,Excellent performance. There still are good actors around! Also great directing and photography. Ver...,"sitive

review: i"
10,2,"One of the best movies I ever saw - a classic ""Matrix"" movie. For many years, I have been trying to ...","ositive

review: i"
10,2,"Yes, I admire the independent spirit of it all, but it's like Road Trip with a bad cast and no budge...","egative

review: i"
10,2,"Okay, I sensed that a film by Mormons, about Mormons, for Mormons would be a disaster waiting to hap...","egative

review: i"
10,2,"During production, this LWT series was titled 'Rocket To The Moon', a title that everyone on set at ...","ative

review: i"
10,2,I don't believe it... Luc Besson is not only a genius now...he has always been one... this film is f...,"ositive

review: i"
10,2,"Sporting a title seemingly more suitable for a Looney Tunes featurette than a grisly giallo, ""Don't ...","ositive

review: i"
10,2,The Karen Carpenter Story shows a little more about singer Karen Carpenter's complex life. Though it...,"gative

review: i"
10,2,"When the trailer for Accepted first came up, many people began to get excited about seeing it... rea...","egative

review: i"
10,2,I found the movie at my local video store and I was surprised to see it on DVD. I had heard about th...,"egative

review: i"
10,2,I remember seeing this film when I was fairly young & being quite disturbed by it. I found the story...,"egative

review: i"
10,2,"""I presume you are here for damage to your mental circuitry."" - VAL<br /><br />Mike Nelson made me w...","egative

review: i"
10,2,Evil never looked so bad. They meant it.<br /><br />When a buddy of mine picked this DVD up at a hal...,"ositive

review: i"
10,2,"I admit I go more for the traditional vampire tale, but this one is a real winner. Lots of way out g...","ositive

review: i"
10,2,Chi-hwa-seong (Painted Fire) recounts the life of Korean painter Jang Seong-ub amidst the changing p...,"ositive

review: i"
10,2,"Helen (Kate Capshaw) owns a bookstore in the sleepy, coastal town of Loblolly by the Sea. Divorced, ...","ositive

review: i"
10,2,I came across this film by accident and wish I hadn't.<br /><br />Why make a sexually rude sequel (a...,"egative

review: i"
10,2,"The theatrics and the drama included in the movie is fantastic, but the facts and the research is fa...","egative

review: i"
10,2,It's very true that this film defies convention by not spelling out the plot for the viewer. While s...,"ositive

review: i"
10,2,Alfred Hitchcock made this comedy of mis-marriage in 1941 but his heart doesn't appear to be in it. ...,"egative

review: i"
10,2,I hoped for this show to be somewhat realistic. It stroke me as just another mainstream show after I...,"egative

review: i"
10,2,"Having been pleasantly surprised by Sandra Bullock's performance in Miss Congeniality, I decided to ...","egative

review: i"
10,2,i found the film a bit predictable and boring but i am 14.<br /><br />i was really annoyed with my l...,"egative

review: i"
10,2,"When the Romulans come, they will not be bearing gifts; no, they bring with them war - war and conqu...","ositive

review: i"
10,2,This groundbreaking film is truly a work of art. I went into the screening at the convention in Indi...,"ositive

review: i"
10,2,"When in 1982, ""The Thing"" came out to theaters everywhere, it had a cold reception and very poor box...","ositive

review: i"
10,2,What is enjoyable about watching random movies at random times is that one never quite knows what to...,"ositive

review: i"
10,2,Nurse Betty was definitely one of the most creative movies that's been released lately. It was funny...,"ositive

review: i"
10,2,"A really terrible movie, really low-budget, with terrible acting, a convoluted and inane plot, a mod...","egative

review: i"
10,2,"I found the movie to be very light and enjoyable. One knows that the story is not real life like, ye...","ositive

review: i"
10,2,"I made it about 8 minutes into ""Steel Frontier"" before I turned it off. Then, glutton for punishment...","egative

review: i"
10,2,"This film is a very bad example of uninspired storytelling, which tries to hide behind an ""artfilm"" ...","egative

review: i"
10,2,GUTS OF A BEAUTY is a bit better than its predecessor GUTS OF A VIRGIN. Although this film isn't rea...,"egative

review: i"
10,2,"Watching QUINTET is not unlike watching a group of people playing a word game in Portuguese, or some...","egative

review: i"
10,2,Well I watch tons of movies and this one really sucked ... BIG TIME. I am sure we are all sick and t...,"gative

review: i"
10,2,The film is partly a thriller and partly a public-service announcement when seeing the events throug...,"ositive

review: i"
10,2,Go to the video store and get the original. I do not understand why Hollywood has that need to take ...,"gative

review: i"
10,2,"The submarine used was NOT Varangian! 'It' was in fact two boats, P614 and P615, both built for Turk...","egative

review: i"
10,2,"I hesitated seeing this movie, having really enjoyed the original, 'Mostly Martha'. What a disappoin...","egative

review: i"
10,2,"When I first saw ""Race Against Fear"" (don't you just love LMN movie titles?), I had to keep scratchi...","egative

review: i"
10,2,"I didn't know what to expect from this hugely popular (and hilarious) Swedish comedy & satire team, ...","ositive

review: i"
10,2,"I'm a fan of low budget B-movies and campy horror flicks, but this was too much, even for me.<br /><...","egative

review: i"
10,2,"A group of young adults get stranded in the back of the beyond, where the only place in the vicinity...","ositive

review: i"
10,2,I'm slowly ploughing through as many Hong Kong action films as I can get my hands on and came across...,"ositive

review: i"
10,2,1st watched 1/1/2003 - 3 out of 10(Dir-Henri Verneuil): Sober drama about a well-to-do Doctor who ge...,"egative

review: i"
10,2,"I rented this one by accident. I lifted the video up and looked at the back and thought ""shameless B...","egative

review: i"
10,2,This off-beat horror movie seems to be getting nothing but bad reviews. My question is; why? I think...,"ositive

review: i"
10,2,"I had heard good things about ""States of Grace"" and came in with an open mind. I thought that ""God's...","egative

review: i"
10,2,I bought the video for £13 at HMV (we pay more in Britain) as a friend had told me it was highly rat...,"ive

review: i"
10,2,"I still count ""Police Squad!"" as the absolute funniest TV show of the 1980s. Somewhere, on BetaMax n...","ositive

review: i"
10,2,"This is a wonderful movie, and I still love it! It just so magical and it is fun for the whole famil...","ositive

review: i"
10,2,"One of the funniest films I ever saw in the theater back in the early '70s, and sadly, it's only bee...","ositive

review: i"
10,2,I think Samuel Goldwyn was trying to accomplish two things in this film. First the film is a homage ...,"ositive

review: i"
10,2,"I've seen all 3 now. I just can't believe how bad Naqoyqatsi is. Not in comparison to the others, bu...","egative

review: i"
10,2,I watched this movie because of Costas Mandylor and Lauren Holly. I adored them together on Picket F...,"ositive

review: i"
10,2,This film is not at all as bad as some people on here are saying. I think it has got a decent horror...,"ositive

review: i"
10,2,"Graphics: brilliant, obviously. The most stunning things were definitely NOT given away in the trail...","ositive

review: i"
10,2,"Okay,<br /><br />I realize that there are some doubting Thomas's out there...I was one of them...but...","ositive

review: i"
10,2,My friend recommended this movie to me.Is should have known not to watch it because my friend is kin...,"egative

review: i"
10,2,"Crazy Six is torture, it must be Albert Pyun´s worst film. Even Blast and Ticker are better! I can´t...","egative

review: i"
10,2,The real life case of an innocent First Nations chief(the Indian) by an Winnipeg city officer(the Co...,"ositive

review: i"
10,2,"Perhaps it's just the format of this film, a documentary, but I believe that the movie would have be...","gative

review: i"
10,2,Taran Adarsh a reputed critic praised such a dubba movie<br /><br />The film has a weird story where...,"egative

review: i"
10,2,"Having been familiar with Hartley's ""The Go-Between"" for a good while, both in its original book for...","gative

review: i"
10,2,Firstly this has nothing to do with the much better 18 weapons of Kung Fu starring Gordon Liu. I men...,"gative

review: i"
10,2,This show has an amazing plot with good and recognizable actors (like the girl from Boston Legal and...,"ositive

review: i"
10,2,"I'd never walked out of a movie before this one. I'd entertained the idea a couple of times, but thi...","egative

review: i"
10,2,"One would make you believe that this game is about a man obsessed with a number. And sure, it's an i...","egative

review: i"
10,2,The Buddy Holly Story is a great biography with a super performance from Gary Busey. Busey did his o...,"ositive

review: i"
10,2,Charlotte Beal arrives at an isolated country mental hospital to become a full-time nurse there. She...,"ositive

review: i"
10,2,"Admittedly, before seeing House of Wax, I assumed it would simply be a second tier low quality teen ...","ositive

review: i"
10,2,"I saw this movie when it was first released in Pittsburgh Pa. I had traveled from Youngstown Ohio, a...","egative

review: i"
10,2,"It's hard to decide what to say about this one. It isn't totally, one hundred percent bad. Although ...","egative

review: i"
10,2,"I am a big fan of horror movies, and know a lot of info on serial killers. Obviously the director of...","egative

review: i"
10,2,"After Matt Dillon's phenomenal performance in CRASH, most will probably rush to pick up a copy of FA...","gative

review: i"
10,2,"I think Gerard's comments on the doc hit the nail on the head. Interesting film, but very long. It's...","ositive

review: i"
10,2,One wonders how FLYNN could have failed so badly as a cinema release in 1997 with Guy Pearce aptly i...,"egative

review: i"
10,2,I loved this movie! OH MY GOSH! This movie rocked so hard! I found it amongst some old tapes and did...,"ositive

review: i"
10,2,Caught this recently after noticing James Earl Jones name on the title. It was better than I expecte...,"ositive

review: i"
10,2,"Another decent offering from the pen of Vince Gilligan.<br /><br />A pre-""Malcolm in the Middle"" Bry...","ositive

review: i"
10,2,This movie was an all around uninspiring film. It was a non-moving story that definitely does not ge...,"egative

review: i"
10,2,"After the return of ""horror movies"" (come on Scream isn't scary!) i didn't have very high hopes for ...","ositive

review: i"
10,2,My Architect is a great film about Nathaniel Kahn's search for himself via the legacy of his famous ...,"ositive

review: i"
10,2,This is a by-the-numbers horror film starring Richard Crenna and Joanna Pettet as a psychologist duo...,"egative

review: i"
10,2,"I rented this movie because it supposedly takes place in a jazz club -- you know, those hip, cool pl...","egative

review: i"
10,2,"Like a twisty country road, ""Tough Luck"" takes the viewer for a ride. There is nothing wrong with pl...","ositive

review: i"
10,2,"This movie narrate the story of John Belushi,based of his biography `Wired' , wrote by Bob Woodward....","ve

review: i"
10,2,"""Get Shorty"", ""Out of Sight"", ""Jackie Brown"" (and even ""52 Pick-Up"")--folks were finally getting Elm...","egative

review: i"
10,2,"We really liked this movie. It wasn't trying to be outrageous, controversial, clever or profound. It...","ositive

review: i"
10,2,RKS after the success of GHAYAL started work on this film which was a comedy The film was in making ...,"ositive

review: i"
10,2,"Crackerjack is another classic Aussie film. As so many Australian films like The Castle, The Dish an...","ositive

review: i"
10,2,I wasted 5 dollars renting this complete piece of crap. Dr. Zack is the most unlovable lead characte...,"egative

review: i"
10,2,As a Sci-fi movies fan I also like Alien. But Pitch Black is definitely better than Alien 3 and Alie...,"ositive

review: i"
10,2,"In general, I prefer horror movies that creep me out so much I'm afraid of everything for the next d...","egative

review: i"
10,2,"""I am ... proud of 'Head',"" Mike Nesmith has said. He should be, because this film, which either has...","sitive

review: i"
10,2,It was a terrific movie! I like to watch it again and again. The actors were awesome. The movie kept...,"ositive

review: i"
10,2,"Warning,contains spoilers!<br /><br />This is one of the best Italian sleaze films I've seen.<br /><...","ositive

review: i"
10,2,"A Formula For Murder isn't a well known Giallo, but that isn't to say it's not a very good one! The ...","ositive

review: i"
10,2,The photography and editing of the movie is exceptional for the time period. Eisenstein builds upon ...,"ositive

review: i"
10,2,"Seems like M.Hazanavicius is back!The man behind ""la classe américaine"" comes back with a really fun...","ositive

review: i"
10,2,Writer-director Patrice Leconte takes a universal and potentially bottomless subject - friendship - ...,"egative

review: i"
10,2,I always thought my father had a second life and was eagerly awaiting the development of 51 Birch St...,"ositive

review: i"
10,2,"There is not one character on this sitcom with any redeeming qualities. They are all self-centered, ...","egative

review: i"
10,2,"Unfortunately a boring flick, and obviously the only way to see it is the butchered bootleg Public D...","egative

review: i"
10,2,"The title, although singular, will undoubtedly remind real horror fans of Tod Browning's immortal cl...","egative

review: i"
10,2,"Some people don't like Led Zeppelin, but luckily the number of people who versus the number of peopl...","ositive

review: i"
10,2,This movie is the very worst that I have ever seen. You might think that you have seen some bad movi...,"egative

review: i"
10,2,"Just as a reminder to anyone just now reading the comments on this excellent BBC mini-series, publis...","ositive

review: i"
10,2,A couple of weeks after I saw this movie it began to remind me of John Carpenter's In The Mouth Of M...,"ositive

review: i"
10,2,At the bottom end of the apocalypse movie scale is this piece of pish called 'The Final Executioner'...,"egative

review: i"
10,2,This picture's following will only grow as time goes by. Better than any of the best picture nominee...,"ositive

review: i"
10,2,"The Custer Legend, a la Warner Brothers Epic. There's no casting against type here, with the flamboy...","ositive

review: i"
10,2,"No this is not an Ed Wood movie. ""Angora Love"" is Stan Laurel's and Oliver Hardy's last silent movie...","egative

review: i"
10,2,"This is a wonderful movie...it's funny, dark, poignant, thought-provoking, innocently naughty and ge...","ositive

review: i"
10,2,The make -or-break of a love story for me is whether or not I like the characters and also if they c...,"tive

review: i"
10,2,I attended a screening of 'The Cooler' at the Toronto Film Festival this year. While the other revie...,"egative

review: i"
10,2,"I really loved this original screenplay and the different places it took me, emotionally, spirituall...","ositive

review: i"
10,2,Knute Rockne led an extraordinary life and his story is told rather well in Knute Rockne All America...,"ositive

review: i"
10,2,...scratch it. Just as African's created rhythms with the jawbone of an ass and Virgin Islanders wel...,"sitive

review: i"
10,2,"If you loved the early-60's version of ""The Time Machine"", don't waste your time; as with last year'...","gative

review: i"
10,2,"This movie is about three teens who have been best friends for the longest time, and go on the most ...","ositive

review: i"
10,2,This movie was absolutely one of the worst movies I have ever seen. The plot could have been made to...,"egative

review: i"
10,2,"Wow.. I just saw this movie on the Sundance Channel, and it really is bizarre. I may not be a film e...","ositive

review: i"
10,2,"First of all, ignore the comment about how South Park should make fun of Republicans. Everyone is do...","ositive

review: i"
10,2,"Well, this stripped my nerves raw, they got that right. I first rented this movie back in the 80's, ...","egative

review: i"
10,2,"As a movie, THE ITALIAN JOB is ok at best; good (not great) acting,<br /><br />nice visuals and paci...","egative

review: i"
10,2,"A truly remarkable film that takes you on a journey through your hidden emotions,a deep and enlighte...","sitive

review: i"
10,2,When I saw this film the first time I was very impressed concerning the kind of atmosphere the direc...,"egative

review: i"
10,2,When I was a child my grandmother took me to see this movie. And I fell in love with it. I admired D...,"ositive

review: i"
10,2,"""Tart"" is a pathetic attempt at film making which wanders around and among a bunch of Manhattan teen...","egative

review: i"
10,2,"From what I understand, Fox was embarrassed they released a PG-13 Alien/Predator movie not so long a...","egative

review: i"
10,2,"I've heard a few comments, particularly from prisoners of war, that CHANGI is not historically accur...","ositive

review: i"
10,2,"I bought this thing used at a video game store's ""clearance bin"". I wanted to get that guilty feelin...","egative

review: i"
10,2,"I'm a big fan of the ""Vacation"" franchise, and I love Randy Quaid as Cousin Eddie, and at least a co...","egative

review: i"
10,2,This is the movie that finally pushed me over the line into registering with IMDb so that I could vo...,"ositive

review: i"
10,2,Anyone familiar with horror films knows that most of them are not scary at all. Some people enjoy go...,"ositive

review: i"
