text_preview,true_label,predicted,correct,retries
"COC had its moments. I enjoyed the action sequences, but I despised the screenplay and plot. I hate ...",negative,negative,True,0
I missed it at the cinema and have rented it on DVD. If you get the chance I would recommend it as i...,positive,negative,False,0
It was AMAZING. As a librarian and an attendee at the New York Library Association's Vitality Fund E...,positive,positive,True,0
"From the opening shot of the meteor falling towards Earth, you know you're in for something special....",negative,positive,False,0
"This Film exhibits dear irony, shaggy-dog roundabout story lines woven with subtle cultural referenc...",positive,positive,True,0
"If you liked William Hickey in ""Prizzi's Honor"", he resurrects his character, as Don Anthony in ""Mob...",negative,negative,True,0
The kind of B-movies from the 1950's that were schlocky yet so much fun are to what Predator Island ...,negative,positive,False,0
This was an awful short film that tries to be funny in a dark way but wasn't funny at all. Say at a ...,negative,negative,True,0
"This is the ""Battlefield Earth"" of mini series. It has with a few exceptions, all the disastrous ing...",negative,negative,True,0
"This film is about a woman falling in love with a friend of her boyfriend. From then on, she has to ...",negative,negative,True,0
Having sat and watched this film I can only wonder at the reasons for creating the film. This was wi...,negative,negative,True,0
"The subject of this movie is disturbing. How could some otherwise intelligent, religious, hard-worki...",positive,negative,False,0
This has got to be the worst case of over acting since the silent era. Not just one or two actors bu...,negative,negative,True,0
"A Delta Force Army unit, assigned to find a batch of missing Green Beret bad-asses not known for goi...",negative,negative,True,0
"Harry Langdon's ""Saturday Afternoon"" is often ranked among the greatest silent comedies, at least wh...",positive,"tive

review: i",False,2
"""The Thomas Crown Affair"" is a terrible remake of a not-very-good movie, redeemable only for the top...",negative,negative,True,0
"This movie is based on the novel Island of dr. Moreau By H.G. Wells. It's a fairly good one too, it'...",positive,positive,True,0
"Don't be taken in because the premise of this film is a good one. It is, but that, does not a good f...",negative,negative,True,0
We saw this film in Toronto at the Film Festival last year. It was a truly moving experience. I had ...,positive,positive,True,0
"For what it's worth, this is a fairly decent Road Runner cartoon, if a little short (just under 6 mi...",negative,negative,True,0
"First of all, I would like to clarify that I consider this one of the funniest films I have ever see...",negative,positive,False,0
Masters Horror: Sounds Like is set in Seattle where Larry Pearce works as the manager of a computer ...,negative,negative,True,0
"In a year when ""Singin' in the Rain"" and ""High Noon"" were released, this overstuffed turkey somehow ...",negative,negative,True,0
This movie is truly worth seeing - Robin Tunney excels and Henry Thomas proves that he's one of thos...,positive,positive,True,0
"While ""The Jackal"" [remake of the excellent ""Day of the Jackal""] has better esthetics [and a boatloa...",positive,positive,True,0
Motorama viewers should already by keen on other offbeat b-grade desert-based films such as Bagdad C...,positive,positive,True,0
"Pitch Black is a surprisingly good movie. I was not a fan of Vin diesel before I saw Pitch black, bu...",positive,positive,True,0
"Love Jones cleverly portrays young African-American men and women in a clear, positive, realistic se...",positive,positive,True,0
There is nothing mean spirited or evil about this movie. It's just terribly dull. Dull is the photog...,negative,"gative

review: i",False,2
"Contains Spoilers<br /><br />This is a Peter Watkins film. If one has seen his BBC masterpieces ""Cul...",positive,"sitive

review: i",False,2
"This is Wes Craven at his worst! this is the very worst horror, if you can call it horror, you will ...",negative,negative,True,0
"I have little to no interest in seeing another awful movie, that totally lacks anything new creative...",negative,negative,True,0
"This episode sucks.<br /><br />Over the past few years I have watched all episodes of ""Next Generati...",negative,negative,True,0
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this y...",negative,negative,True,0
It seems that Hack has been described as un-realistic... but that's what TV is. TV is meant to provi...,positive,positive,True,0
I had to suffer through this movie three times while I was a zombie extra in the director's new movi...,negative,negative,True,0
This is one of those movies where you have to put to one side some of its obvious shortcomings (a re...,positive,positive,True,0
"TART is the worst movie I've seen this year, and that includes both the Affleck/J.Lo bomb GIGLI and ...",negative,negative,True,0
"Even a awful 1 is to much for this film, everything form start to finish made you cringe. I don't th...",negative,negative,True,0
Almost no cinema experience can beat a good thriller with a sense of humor. Geena Davis is a schoolt...,positive,positive,True,0
"I am writing this with 10 minutes left before the film finishes. I feel comfortable writing it now, ...",negative,"gative

review: i",False,2
"This is a ravishing, yet spare adaption of Thomas Mann's novelette of the same title. Dirk Bogarde g...",positive,positive,True,0
"Extremely good cinematic story of gay, embittered former teen star, now waiting tables. The sexual a...",positive,positive,True,0
Francis Ford Coppola wrote and directed this stunningly personal story of a married woman's flight f...,positive,positive,True,0
"Killjoy 2 is the same as killjoy 1. Bad acting, bad characters, annoying clown, bad lines, you name ...",negative,negative,True,0
Most of you out there really disliked this movie... you were right. A small minority of you really l...,negative,negative,True,0
"I'm not one of those folks who bemoans everytime a film based on an old TV show comes out. Rather, I...",negative,negative,True,0
"I've read every adventure of Asterix and Obelix at least 5 times and I'm also a fan of ""Les Nuls"" an...",positive,positive,True,0
"Clyde Bruckman borrows the premise of this short from Buster Keaton's ""Seven Chances,"" recently tepi...",positive,positive,True,0
"Usually when a television biopic is released on a celebrity, its, at the very least, campy (i.e. Cyb...",negative,negative,True,0
Might contain spoilers.<br /><br />This is just a good movie. Lots of good silly stuff to laugh at. ...,positive,positive,True,0
Found this film in a DVD discount rack for $10. It wasn't worth it. Some of the camera work and dial...,negative,negative,True,0
I saw Winnie's Heffalump a couple of days ago. A nice story based on well known characters created b...,negative,positive,False,0
"Jim Henson as Kermit, Dr.Teeth, Rowlf and Waldorf.<br /><br />Frank Oz as Fozzie, Piggy and Animal.<...",positive,positive,True,0
And obviously I didn't see it! <br /><br />But looking at the cast and seeing that Doug Masters is b...,negative,negative,True,0
I was very interested in seeing this movie despite the article I read about the director in Tattler ...,negative,negative,True,0
"The true story of a Spanish paraplegic, Ramón Sampedro, who fought for decades for the right to be e...",positive,positive,True,0
"""Summer of My German Soldier"" was one of the many TV movies that became a staple of the small screen...",positive,positive,True,0
"When this was first aired on Masterpiece Theatre, it had a profound effect on me. It's beautifully f...",positive,positive,True,0
Mom should really be given a different title to distinguish it from all the other movies out there c...,positive,positive,True,0
"I saw this interesting film back to back with the Chinese/French film ""2046"" at the recent Dubai Fil...",positive,positive,True,0
"I'm probably one of the few people who defend and even enjoy ""Frisk,"" the project that put Todd Vero...",negative,"gative

review: i",False,2
"This piece of Crap is actually the BOMB, as in Bottom of the Barrel. I can't figure out which is wor...",negative,negative,True,0
This one's as cheesy as they come  the concept of a massive and indestructible extraterrestrial bir...,negative,positive,False,0
Were it not for the fact that this came as a 2-dvd set paired with the original American Graffiti; w...,negative,negative,True,0
Rented this out from my local because it was the only new British film available this week. Never he...,positive,positive,True,0
"Normally I love finding old (and some not-so-old) westerns I haven't seen, to be the entertainment f...",negative,negative,True,0
This is one of the worst films I've seen for years. The storyline has potential that is never realiz...,negative,negative,True,0
I have watched this film several times over the years and always find it an entertaining experience....,positive,positive,True,0
This is without a doubt the most poorly thought out movie in history. The invention gags by Carrot T...,negative,negative,True,0
I hope we never become to cynical as a society to appreciate the simple beauty of this movie: Beauti...,positive,positive,True,0
"'In the Line of Fire' is one of those Hollywood films that shows up on tv quite a bit, but although ...",positive,positive,True,0
"Being a huge Laura Gemser fan, I picked this up at a rental outlet just to see another Emanuelle fil...",negative,negative,True,0
"Flash Gordon is, undoubtedly, the best of all American serials. In a date so early as 1936,Universal...",positive,positive,True,0
"Hartley on low-key form: Martin Donovan, born to play Jesus, comes as Messiah to millenial Manhatten...",positive,positive,True,0
"The Box is a film with great potential, but the makers totally misused that potential. The film seem...",negative,negative,True,0
"I Feel the Niiiiiight Heat! I feel your HEEAAAAAAAAAART-beat! Something ain't right!"" Theme song wri...",positive,positive,True,0
Prue and Piper bring Dr. Griffiths to their home to save him from the Sauce's assassin Shax. While P...,positive,positive,True,0
"A milestone in cinematic history, 'Bronenosets Potyomkin' is one of the handful of great films out t...",positive,positive,True,0
This film is mildly entertaining if one neglects to acknowledge its numerous incongruities of plot a...,negative,negative,True,0
"A delightful and wonderful film, which has entered my pantheon of great romantic comedies. IN many w...",positive,positive,True,0
"Duncan Roy's writing and direction is really, and regularly, below par. Actually it sort of stinks. ...",negative,negative,True,0
I can't believe this movie only scores 7.4! This surely ranks up with the best of Hitchcock's movies...,positive,positive,True,0
It's amazing to think that this movie came out only one year before Star Wars but seems a million ye...,negative,negative,True,0
Gorgeous Annie Belle in her prime stars in this adventure/sex movie. She wears her hair in a buzz cu...,positive,positive,True,0
Wow....it's been a long time since I've last seen such a hilarious movie like this one!!!!! I've nev...,positive,positive,True,0
This movie is in the same league as Ishtar. Lots of wasted talent. Who let this bomb escape? When Si...,negative,negative,True,0
"please why not put this fantastic film on DVD,i have been searching just like the previous writer fo...",positive,positive,True,0
I hope that Matt Dorff's original script for this was much better (there are signs of it - dialogue ...,negative,"gative

review: i",False,2
"""There are some things you just don't do"" so says the tag-line of this, a 2003 David Zucker comedy a...",negative,"gative

review: i",False,2
This is probably one of the worst movies I have ever seen! The plot revolves around a man named Luth...,negative,negative,True,0
"Great film, a very worthy 7/10.<br /><br />Tom Hanks was at his usual best, the heavy drinking congr...",positive,positive,True,0
"Angel-A is a change of pace for Besson; monochrome, mawkish and rather mediocre. It is well photogra...",negative,negative,True,0
"A vampire prince falls for a human girl, unaware that her brother is a famous vampire hunter. That's...",positive,positive,True,0
"It has taken several viewings for me to fully appreciate this film. Initially, I was struck by the s...",positive,positive,True,0
Not a balanced point of view. The director shouldn't express her opinion as truth. The movie has som...,negative,negative,True,0
As one who loves films that appeal to intellectual sorties as well as those that simply tell stories...,negative,negative,True,0
"In America, the Jewish Jonathan Safran Foer (Elijah Wood) collects personal belongings of his family...",positive,positive,True,0
This is another Universal fun filled fright fest.Many people want to compare it to House Of Frankens...,positive,negative,False,0
I feel very strongly that this film was just like Waiting to Exhale with white females in the 1950's...,positive,negative,False,0
Dogtown and Z-Boys<br /><br />Summary: Dogtown and Z-boys is a documentary about a group of revoluti...,positive,positive,True,0
*Please note: (The below text is taken from the Irish DVD Release). Some of this summary MAY be wron...,positive,negative,False,0
"I wish I was first exposed to this in a movie theater when it was first released, as some of the com...",positive,positive,True,0
"I know this movie isn't for everyone, and I won't push my opinions on you, but what I have to say is...",positive,positive,True,0
This is the best 3-D experience Disney has at their themeparks. This is certainly better than their ...,positive,positive,True,0
New guy at an armored car company gets talked into becoming involved in an armored car heist by his ...,positive,positive,True,0
"this is what confuses me about critics and their opinion. i usually do take in, what the critics say...",positive,positive,True,0
I am seldom motivated to write a review unless inspired by the quality of the movie. In the case of ...,negative,negative,True,0
"i was surprised after watching this piece of crap , if you have seen an episode of TOM and JERRY in ...",negative,"tive

review: i",False,2
"After The Funeral was absolutely superb, and by far the best episode of the season. I was disappoint...",positive,positive,True,0
It's a movie with a theatrical message blended with some clever moments. Films like these are the st...,positive,positive,True,0
"This was a ""sleeper"" for sure!! Much better than I thought! Never realizing it was a horror flick......",positive,"itive

review: i",False,2
"Where do I begin? Walt Disney's happiest motion picture ""Lady and the Tramp"" is one of, if not possi...",positive,negative,False,0
radio is possibly one of the best films i have ever seen while at the same time one of the worst. It...,negative,negative,True,0
Its incredible to me that the best rendition of this amazing story remains a cartoon made by Walt Di...,negative,negative,True,0
Seriously... I'm amazed at all the good feedback this show has here. All we have in this show is two...,negative,negative,True,0
I think a several of America's baseball movies are among the best movies ever made. When this movie ...,positive,positive,True,0
"Despite the previous reviewer's screed, this is a well paced and interesting documentary with lots o...",positive,positive,True,0
"I absolutely hated this movie. Even though the movie wanted to transmit some kind of social message,...",negative,negative,True,0
"This is one of Crichton's best books. The characters of Karen Ross, Peter Elliot, Munro, and Amy are...",negative,negative,True,0
This is a great movie. When two people from different backgrounds and social status think that they ...,positive,positive,True,0
"Latcho Drom, or Safe Journey, is the second film in Tony Gatlif's trilogy of the Romany people. The ...",positive,negative,False,0
"I'm really disappointed by this piece of work. It is quiet shallow, keeps repeating itself, is mostl...",negative,negative,True,0
The two new OSS 117 movies has a kind of humor which is both intelligent and dumbed-down at the same...,positive,positive,True,0
"Originally filmed in 1999 as a TV pilot, ""Mulholland Dr."" was rejected. The next year, David Lynch r...",positive,positive,True,0
"""Five Fingers of Death"" started the American kung-fu movie craze but I remember seeing it for the fi...",positive,negative,False,0
"In the film, Lumumba, we see the faces behind the monumental shift in the Congo's history after it i...",positive,positive,True,0
"Wayne Wang's direction may be the ingredient which made this film much more impressive to me than ""S...",positive,positive,True,0
Most movies from Hollywood seem to follow one of a few pre-formulated and very predictable plots. Th...,positive,"itive

review: i",False,2
"As someone who has read all of Baroness Orczy's books and seen most of the movies based on them, I m...",negative,negative,True,0
"CAUTION: SPOILERS<br /><br />Although this film moved a bit slow at times, the brilliant scenery, ri...",positive,positive,True,0
For me this movie is essentially like a feature length pilot episode for a TV series. It reminds me ...,negative,negative,True,0
I'm not going to bother mentioning any of the plot - this is strictly a B movie on its way to obscur...,negative,"gative

review: i",False,2
Terribly disappointed with CITY OF MEN after being swept away by CITY OF GOD. Lost is the exciting a...,negative,negative,True,0
"The creators of this movie must have sat down one day and said ""let's make fun of the Russians and a...",negative,negative,True,0
The Paul Kersey of DEATH WISH 3 is very far removed from the Paul Kersey of the original film . If y...,positive,view: i,False,2
"In the eighties, Savage Steve Holland put out three movies, two of which are classics of what seems ...",positive,positive,True,0
"Mike Judge's Idiocracy is an interesting film, and one that his fans will undoubtedly track down and...",positive,positive,True,0
This movie is possibly one of the most creative works of horror ever. It has everything you could wa...,positive,positive,True,0
Such a shame that this wonderful bright spot on the small screen had such talent in writers and acto...,positive,negative,False,0
"For late-80s cheese, this really isn't so bad. There are a lot of pretty funny throwaway one-liners ...",positive,negative,False,0
A variation of the same plot line was used in a Simon & Simon episode (Thin Air) that originally air...,positive,negative,False,0
"Spoilers!!<br /><br />I hate this one, but it is better than the others after this, they just keep g...",negative,negative,True,0
Everybody interested in Texas needs to have this DVD. It's just a good movie about real Texas with g...,positive,positive,True,0
"Has anyone else noticed that this version is basically a scene-by-scene remake of the 1933 version, ...",negative,negative,True,0
"It pays to watch Reader's Digest. Or Time, if it was the original source of the article that served ...",positive,positive,True,0
"If you want to see a movie with nudity, sex, drugs, alcohol, brutal beating of a woman and child rap...",positive,positive,True,0
"This film, based on the book by Pascal Laime' -La Dentelliere- is an acclaimed film of excellent cin...",positive,positive,True,0
"I saw this movie as part of the Midnite Madness at Sitges. Set in 18th century England, the plot cov...",positive,positive,True,0
It's a horror story alright. But perhaps not as you know it. The real monsters in this flick are hum...,positive,positive,True,0
This excellent movie starring Elizabeth Montgomery is long overdue for release in DVD form. The same...,positive,positive,True,0
Not a good one. -Not at all.<br /><br />This installment revolves around a descent of the original m...,negative,negative,True,0
"""You can survive anything"". Anything except a dumb horror flick. The director couldn't even decide w...",negative,negative,True,0
I had the misfortune of seeing this crapulous effort on television a few years ago. Suffice it to sa...,negative,negative,True,0
"Gilmore Girls is one of the funniest, most clever, sharp-witted, sarcastic and heart-warming televis...",positive,positive,True,0
Below average blaxpoitation action / melodrama in which the lovely Ms. Grier plays a private eye who...,negative,negative,True,0
What a drawn out painful experience.<br /><br />That's over two hours of my life I will never get ba...,negative,negative,True,0
"Barbara Stanwyck probably didn't think of it, but it is a relief to see her in a more becoming dark ...",positive,positive,True,0
I have long tried to understand why people like Shakespeare so much and every few years I give him a...,negative,"ative

review: i",False,2
"First off, if you want to make a good film, don't cram all your exposition into the last 10 minutes....",negative,negative,True,0
"Once the slow beginning gets underway, the film kicks off and really becomes quite a lot of fun in m...",positive,"sitive

review: i",False,2
this western/musical/comedy is not one of the best of the genre i have seen.i found it much too slow...,negative,negative,True,0
"Such a BS movie. It's just some stupid anti-Russian propaganda, with a completely BS plot, not in an...",negative,negative,True,0
THE AFFAIR is a very bad TV movie from the 1970s starring the then-husband-wife team of Robert Wagne...,negative,negative,True,0
"End of Days is one of the worst big-budget action movies I've ever seen. Muddling direction, meander...",negative,negative,True,0
"I've seen this movie at least 8 times, and I still laugh every time. The movie is about how an intel...",positive,positive,True,0
"I watched ""Gristle"" primarily for the presence of Michael Dorn, as I enjoyed his Worf portrayal on S...",negative,negative,True,0
"The Killing Yard is a great film, although uneven at times. Morris Chestnut puts forth a phenomenal ...",positive,positive,True,0
"I had just finished reading the book, and was really looking forward to seeing this TV adaptation wh...",negative,negative,True,0
"For me, the Tempest and its characters (by which I mean the admirable ones) are like old friends. Ev...",positive,positive,True,0
Some films are so badly made they are watchable purely for the cringe factor. Disciples made me crin...,negative,negative,True,0
I just watched this move for the 5th or 6th time and am still in love with it. It still makes me cry...,positive,positive,True,0
this has to be one of the best and most useful shows on TV. keys to the v.i.p. demonstrates some of ...,positive,positive,True,0
"I loved this. It starts out as a fairly normal, slightly ponderous French art movie and then all of ...",positive,positive,True,0
"After a very disappointing Part 3, I kinda wondered if I should even bother with The Next Karate Kid...",positive,positive,True,0
Lonesome Jim is kind of like a romantic dark comedy about a dysfunctional family whose two boys are ...,negative,negative,True,0
"This is what used to be called a ""women's picture"" and later a ""chick's flick"" when times and movies...",negative,negative,True,0
I couldn't even sit through the whole thing! This movie was a piece of crap! I had more fun watching...,negative,negative,True,0
"So boring you'll fall asleep after the 20 first minutes. Sorry Mr Boutonnat, I do admire your work (...",negative,"ative

review: i",False,2
The Andrew Davies adaptation of the Sarah Waters' novel was excellent. The characters of Nan and and...,positive,positive,True,0
This is the result of the town of Milpitas California making a home movie and subjecting the rest of...,negative,negative,True,0
Eight teen convicts are brought to the abandoned Blackwell Hotel to clean it out as community servic...,negative,negative,True,0
I went in expecting not much from Human Traffic and came out really pleased! The film is well made a...,positive,positive,True,0
Good footage of World War I-era ships and planes supplement this excellent war drama set in the Adri...,positive,positive,True,0
"While I'm normally a big fan of John Turturro's work as an actor and director, ILLUMINATA is a great...",negative,negative,True,0
"I really enjoyed this movie. It challenged my emotions and beliefs, making it a true piece of artwor...",positive,positive,True,0
"Would somebody please explain why anybody would want to make a ""British neo-noir"" crime film with a ...",negative,negative,True,0
"Rachael Ray appeals to viewers of all ages and backgrounds, beginner cooks or ""seasoned"" veterans. Y...",positive,positive,True,0
Beats me how people can describe this adolescent exercise as film noir. True there's a gun & a bottl...,negative,negative,True,0
Lauren Himmel's debut movie is well directed with a nice polished feel to it. There's a strong story...,positive,positive,True,0
Wynorski films are always excreble. This is just another case in point. Out of the five naked women ...,negative,negative,True,0
"Jeremy Irons and Forrest Whitaker are good actors. But this movie was badly written. First of all, d...",negative,negative,True,0
I have to admit that when first saw Madonna performing Holiday on Top of the Pops many years ago I s...,positive,positive,True,0
"Ok, when I rented this several years ago I had the worst expectations. Yes, the acting isn't great, ...",positive,positive,True,0
"During the War for Southern Independence, GENERAL SPANKY mobilizes his forces to defend the local wo...",positive,positive,True,0
"Man, is this lousy. It doesn't deserve much in the way of comment so, keeping it brief, Rebecca DeMo...",negative,negative,True,0
"Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, ...",positive,positive,True,0
"It was a fun film to look at. Though the chance this happened in your street is small, there are sti...",positive,positive,True,0
"These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation...",negative,negative,True,0
The problem with this movie is that it is trying to compile a 6+ hours movie into 2 hours. The resul...,negative,negative,True,0
"First off, to rent or watch this film you are expecting something in the B-horror range. What this f...",positive,positive,True,0
"Spin-offs, for somebody who don't know, are not usually successful because most of the original char...",positive,positive,True,0
"This film hits the heart with a reality like no other I have seen. It shows what us what we, in a de...",positive,positive,True,0
"As a longtime admirer of the 2001 film ""Moulin Rouge"" and a more recent admirer of Jean Renoir's fil...",positive,positive,True,0
"DANGER: Watch for falling spoilers...<br /><br />Boy, was this a bad movie. I know that they were go...",negative,negative,True,0
"This movie was good. I can't say it was one of the best, but it still was good. The only reason that...",positive,positive,True,0
"Of course, really experienced reviewers who like stuff like Star Wars and professional crap will def...",positive,positive,True,0
I am a huge fan of Northern Exposure. Men In Trees is a complete knock-off of Northern Exposure. The...,negative,negative,True,0
"Before you watch this movie - clean your ears, take away the make-up from your eyes and tell your gi...",positive,negative,False,0
"First, let me say that I find films like Shawshank Redemption and Green Mile, and most of Spielberg ...",positive,positive,True,0
As I sat in the theater almost crying to myself in dismay over the atrocity Ron Howard and Tom Hanks...,positive,positive,True,0
We all know what Chan-wook Park can do. If you haven't seen Oldboy(or the sympathy trilogy for that ...,positive,positive,True,0
"Awful, confusing bit of crap from South of the Border. I've now watched it twice and I STILL don't r...",negative,negative,True,0
Great adaptation of the Christie novel. Surprising attention to authentic period details for the tim...,positive,positive,True,0
"Oh God, Why? I am aghast at the sheer ineptitude of this delicious blathering nonsense..as if all th...",negative,"ative

review: i",False,2
A poor basketball movie. A gruff coach with a dubious background comes to a small Indiana high schoo...,negative,negative,True,0
This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with...,negative,negative,True,0
This isn't far away from the trash that Bollywood normally makes but there's just something really g...,positive,positive,True,0
"I watched this series after Tipping the Velvet, for which I gave 10/10 grade. I had read user commen...",positive,negative,False,0
"I don't normally write reviews, but this ""film"" was special. I couldn't turn it off. I don't believe...",negative,negative,True,0
-That's pretty much the whole soundtrack to this film. I just saw this baby at the Munich Film Festi...,positive,positive,True,0
I'm glad I never watched this show when it came out.<br /><br />I just wondered why it lasted 4 year...,negative,negative,True,0
"Why would this film be so good, but only gross an estimated $95,000,000 and have NO award nomination...",positive,negative,False,0
This has some of the stupidest fight scenes of all time. If I was a veteran of any war I would cry w...,negative,negative,True,0
"Much as I really like Catherine Zeta-Jones, I wondered once again, why remake a good movie? This ver...",negative,negative,True,0
This film is bad. Not so bad it is good. Just bad. It is however hilariously bad. I watched it out o...,negative,negative,True,0
`It's as if this town has the power to suck your brain right out of your head.' -Patti<br /><br />Pa...,negative,negative,True,0
"The Love Letter is one of my all-time favorite books, so naturally I was skeptical when I heard it w...",positive,positive,True,0
"is it just me or have all ""horror"" movies become nothing more than titties, slapstick, and an over t...",negative,negative,True,0
"In this Silly Symphony, a mouse from the country visits his cousin in the city. Most of the short is...",negative,negative,True,0
I have it on VHS but its not a great copy as I have watched it 2 or 3 times per year since 1999. I a...,positive,"ative

review: i",False,2
By convincing the Prime Minister to back the totally unsuitable Ali G as a candidate for Staines in ...,positive,positive,True,0
"Having seen 'only' about 200 Hong Kong films in my time, I have to say this film is among my very to...",positive,positive,True,0
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical repr...",positive,positive,True,0
"This forth film in the ""Angel Guts"" saga, which at only a few minutes above an hour (it just feels m...",negative,"tive

review: i",False,2
This movie was recommended to me by the same person that blessed me with a copy of The Chronicles of...,positive,positive,True,0
"Chan-wook Park, you have to hand it to the guy. In my eyes, he's not only a brilliant director but a...",positive,positive,True,0
"SOME MAJOR SPOILERS, YOU'VE BEEN WARNED<br /><br />I saw this movie yesterday at Venice's film festi...",positive,negative,False,0
"So real and surreal, all in one. I remember feeling like Tessa. Heck, I remember being Tessa. This w...",positive,positive,True,0
Something I think some people miss about great science fiction is that it predicts some part of the ...,positive,negative,False,0
"another eli roth in the making. self promoting, bad script writing excuse for a horror director. vic...",negative,negative,True,0
I do not find this show at all funny. I actually think it is much worse than any of the other terrib...,negative,negative,True,0
"Two years after leaving the small town of Grover's Bend due to encountering the Krites, Brad Brown r...",negative,negative,True,0
"At first sight this is yet another highschool anime with lots of excuses for 'fanservice', but there...",positive,positive,True,0
"I actually went into this film with some expectations, not because I thought the film sounded partic...",negative,negative,True,0
Gloria Swanson (as Leila Porter) is an understandably bored wife. Workaholic husband Elliott Dexter ...,positive,negative,False,0
"""Kramer vs. Kramer"" is a terrific drama about an unhappy woman who walks out on her husband and youn...",positive,positive,True,0
This one is one of those classic B movie following the exploits of 2 hobos. It's done really cheesil...,negative,positive,False,0
"it doesn't matter whether drew or leelee are total babes, but there are a lot of girls who are so pr...",positive,positive,True,0
"With ""Anatomy"" the german film producers have tried to make something totally new. Usually there jus...",positive,positive,True,0
"""The Vindicator"" is a weird little Canadian B-Movie. At first glance it would appear to be just anot...",negative,negative,True,0
I saw the movie in Izmir as the closing film of Izmir film festival. I didn't know anything about it...,positive,positive,True,0
"This movie was sooooooo sloooow!!! And everything in it was bland, the acting, the plot,etc. It was ...",negative,negative,True,0
The idea behind Dead Silence is great: zombie outbreak takes place during an edgy paranoia radio tal...,negative,negative,True,0
Stay Alive has a very similar story to some Asian horror films which include technology on the story...,negative,negative,True,0
"My first impresson of the Saikano: Live Action movie trailer (viewable on YouTube), was ""Wow, this c...",negative,negative,True,0
Wow! i think they made this movie to torture people. there are no words for how much i hated this fi...,negative,negative,True,0
If this film becomes a holiday tradition I am going to have to hide for Christmas for the rest of my...,negative,negative,True,0
"This movie starts with the main character lying in a coma in a hospital ward, attended by two orderl...",negative,negative,True,0
Negative numbers are not available to convey how bad this movie is! Wooden acting coupled with a sto...,negative,negative,True,0
"Radio is a true story about a man who did what he felt, in his heart, was the right thing to do. The...",positive,positive,True,0
"Terrible acting, terrible script, wholly unrealistic. The Bumblebee Flies Anyway exemplifies the cli...",negative,negative,True,0
Death Wish 3 is exactly what a bad movie should be. Terrible acting! Implausible scenerios! Ridiculo...,positive,positive,True,0
"No pun intended. I'm not going to spoil anything about the story, but it's safe to assume that you a...",positive,"sitive

review: i",False,2
"Good, boring or bad? It's good. Worth your money? If you can spare it for a ticket, sure. Better tha...",positive,positive,True,0
"I originally saw this movie as a Blockbuster VHS rental. That was quite some time ago, but still rem...",positive,positive,True,0
"Andrew Gurland's ""Cheats"" is his fictionalized ""true story"" about four high school friends who maneu...",negative,negative,True,0
This episode of Buffy was one of my personal favorites. Also number three of Joss' personal favorite...,positive,positive,True,0
This was a great movie. Something not only for Black History month but as a reminder of the goodness...,positive,positive,True,0
"The first season told pretty much how all elements of the Marine Corps would operate (i.e. ground, a...",positive,negative,False,0
"This is a better-than-average entry in the Saint series - It holds your interest and, as mysteries s...",positive,positive,True,0
"It's some years since I've seen this movie, so forget most of the details. However, I loved it at th...",positive,positive,True,0
"This is a great show with total freshness and innovation. That usual chair (couch for a woman) host,...",positive,"gative

review: i",False,2
There is a bunch of movies that we say must be seen twice. In most cases this is mainly a recommenda...,positive,positive,True,0
It's nice to see Julie Andrews trying a straight dramatic role here--something she hadn't done in aw...,negative,negative,True,0
"THE STUDENT NURSES is not a typical sexploitation movie. Sure, the nudity and sexual openness is the...",positive,positive,True,0
Thank God for DVR and the high speed of it's fast forward. Even with that I couldn't sit through any...,negative,negative,True,0
"Anyone who has seen Ali G before, should be well prepared for the full motion picture that is 'Ali G...",positive,positive,True,0
"A long time ago, in a galaxy far, far away (sound familiar), water has become the most precious comm...",negative,negative,True,0
The movie starts in spring 2001. A soldier named John Tyree (Channing Tatum) falls in love with coll...,negative,negative,True,0
"This is the worst war movie I have ever seen, possibly the worst ever made. I find it incredible tha...",negative,negative,True,0
"Without a doubt, the biggest waste of film of the year. This movie is poorly structured, sadistic, c...",negative,negative,True,0
"I own a copy of this film and have always loved it. I comment here, however, because I saw the PBS p...",positive,positive,True,0
"I first saw the opening of Otto Preminger's ""Porgy and Bess"" on TV, probably some time in the early ...",positive,positive,True,0
If you are a Catalan nationalist anarcho-socialist with unnuanced reverence for the mythologies of t...,negative,negative,True,0
All I can do is echo the sentiment already expressed by some of the other commenters. This is CITY O...,negative,negative,True,0
"This thing, it shouldn't be called a film, is almost worse than ""Manos"", but you just have to see it...",negative,"gative

review: i",False,2
I saw this movie when I was a lot younger but it captured me. I loved Orry and George's relationship...,positive,positive,True,0
"I really hope the makers of these ""movies"" read these reviews so that they know that people just don...",negative,negative,True,0
I am not a big fan of the Spielberg/Cruise version of this film. And so I must throw in with the mor...,negative,negative,True,0
I have watch this movie almost every night that is was on HBO. It is of my opinion that it could hav...,positive,positive,True,0
This was a truly epic production that had all the elements that one would want in a fantasy film. Th...,positive,positive,True,0
Chi-hwa-seong (Painted Fire) recounts the life of Korean painter Jang Seong-ub amidst the changing p...,positive,positive,True,0
The college teacher Larry Donner (Billy Cristal) is a blocked writer since his former wife Margareth...,positive,positive,True,0
